sample_id,prediction_date,regime_bucket,research_scope,independent_news_source_count,fundamental_ticker_coverage,fundamental_coverage_state,event_evidence_ready,fundamental_evidence_ready,eligible_for_full_kg_backtest,kg_backtest_state,future_return_1d,future_return_5d,future_return_20d,future_max_drawdown_20d
HIST-20181113,2018-11-13,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00762905916549983,-0.04391190642334397,-0.00822943286828437,-0.04391190642334397
HIST-20181120,2018-11-20,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0076022401917597016,0.059939438655079336,-0.04316408104638947,-0.04316408104638947
HIST-20181127,2018-11-27,明顯下跌趨勢,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.032183004087644296,0.013950256942548034,-0.06089173111272472,-0.11948983139018643
HIST-20181227,2018-12-27,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0005225103930387442,0.020777932769702856,0.06573063795657919,-0.021103718626273804
HIST-20190116,2019-01-16,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.007884514410892551,0.005236064903107351,0.05463543140146632,-0.004804024580131405
HIST-20190122,2019-01-22,強勢反彈／轉折,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0012966386279296138,-0.0022848827271826355,0.06366536124496247,-0.0022848827271826355
HIST-20190123,2019-01-23,強勢反彈／轉折,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0064755861345207055,0.02176988710030492,0.058402586252692235,-0.003576883429889377
HIST-20190124,2019-01-24,強勢反彈／轉折,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.011948531751868385,0.03039228685250217,0.059374659100901894,-0.009987792752149782
HIST-20190125,2019-01-25,強勢反彈／轉折,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.012352351232593373,0.013926477919842029,0.05068113130424812,-0.0216773124479388
HIST-20190130,2019-01-30,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.014968922015760278,0.02921295793461387,0.045328482882367016,0.010683171626983956
HIST-20190213,2019-02-13,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.001227961295482416,0.003566881790408649,0.03333157954792143,0.0009352691510797762
HIST-20190226,2019-02-26,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0006329938474469721,0.004893833683074611,0.032676375271138536,-0.014565574850418428
HIST-20190501,2019-05-01,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.004340358034576441,-0.016725977716202434,-0.06436259978369552,-0.06827934968171978
HIST-20190506,2019-05-06,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.019479865592849532,-0.05980864559239096,-0.0791305343237696,-0.10434879812866704
HIST-20190509,2019-05-09,橫盤／低波動,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0012446132016543654,0.0008656001636921928,-0.020187235894175037,-0.07928788716635093
HIST-20190514,2019-05-14,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.014124084121401648,0.007145098920720239,0.009969915745000613,-0.05771585859410533
HIST-20190528,2019-05-28,明顯下跌趨勢,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008225788331303607,-0.014536213583070778,0.04422142032202836,-0.041523410642304026
HIST-20190531,2019-05-31,明顯下跌趨勢,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.022017734615734863,0.04075909650356091,0.07590047977717695,-0.022017734615734863
HIST-20190604,2019-06-04,明顯下跌趨勢,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.007432363106228523,0.04853959760557025,0.08873198010144456,0.007432363106228523
HIST-20190812,2019-08-12,明顯下跌趨勢,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02191481820611152,0.022131794039597086,0.034119946278406754,-0.012367708850032355
HIST-20190826,2019-08-26,明顯下跌趨勢,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0021102420848913006,0.0044907343294522395,0.01909466368754198,-0.0021102420848913006
HIST-20190830,2019-08-30,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00970822514034908,0.019843264758021117,0.009179100846997912,-0.00970822514034908
HIST-20190926,2019-09-26,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01240888335064172,-0.017478191264628573,0.02487044267868077,-0.028144657292859088
HIST-20191010,2019-10-10,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.012879325037460365,0.025811100538699172,0.06227486501372215,0.012772992877344791
HIST-20191029,2019-10-29,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004846042181456456,0.021271180569482517,0.04371566633890289,0.004846042181456456
HIST-20191105,2019-11-05,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.002247590928929899,0.00664319898645771,0.011088395589967659,-0.002247590928929899
HIST-20191120,2019-11-20,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0022262565312941573,0.019242962767036298,0.04308664091278169,-0.00366073865260208
HIST-20200129,2020-01-29,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.003561443002548348,0.028898653872017066,-0.0729003900736942,-0.0729003900736942
HIST-20200213,2020-02-13,正常／溫和上漲,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0028636412875695516,-0.01581397970466214,-0.1779287981032628,-0.24212490177615542
HIST-20200302,2020-03-02,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.03206731412898878,-0.10558158672701268,-0.11076025017658198,-0.21772497684879344
HIST-20200304,2020-03-04,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.03038212212526603,-0.10539791682797917,-0.16277826677961083,-0.22417749512358076
HIST-20200330,2020-03-30,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008539852852551877,0.023119934749020743,0.10133273461183756,-0.05066669675648505
HIST-20200401,2020-04-01,高波動／壓力,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02029495948425941,0.10015936651096147,0.2007569497168249,0.005814287911752203
HIST-20200409,2020-04-09,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0108033997482333,0.07184084047808903,0.11948610676476945,0.0108033997482333
HIST-20200413,2020-04-13,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.04349112525144605,0.047825100958216016,0.11742096660465728,0.009161241861038727
HIST-20200417,2020-04-17,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.011844730680653837,-0.006735178511434126,0.03706666096555011,-0.048306823509082775
HIST-20200421,2020-04-21,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.029674582384676906,0.032260995517393365,0.10722814620243692,0.027478092029340706
HIST-20200422,2020-04-22,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.002133188866572988,0.03806212315606383,0.09679068021457393,-0.002133188866572988
HIST-20200424,2020-04-24,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.008043377313125655,-0.005144199269598859,0.07398059453120753,-0.010942777255165681
HIST-20200428,2020-04-28,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.03546117483043165,0.02912535538539407,0.08884169320831647,0.00586273256210057
HIST-20200501,2020-05-01,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.011657791670068196,0.056971351835140016,0.10021660731415105,0.011657791670068196
HIST-20200506,2020-05-06,強勢反彈／轉折,市場技術與壓力基準,0,8,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01287663688005325,0.0015525140999927967,0.07319638862802202,0.0015525140999927967
HIST-20200602,2020-06-02,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.00449859015042553,0.032551059135815796,0.05262740299707325,-0.0068326319326665885
HIST-20200730,2020-07-30,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.017845370356541546,0.05173664499587893,0.11457888593821863,0.015547906884161078
HIST-20200817,2020-08-17,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.009625083300166093,0.030183048172442994,0.013584149512471777,-0.019504454336598087
HIST-20200915,2020-09-15,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.015946310602255154,-0.023579075157891816,0.05540029125588464,-0.05339347959347296
HIST-20200930,2020-09-30,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.015872550413598363,0.007486470921388877,-0.022315179880228686,-0.022315179880228686
HIST-20201002,2020-10-02,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.021326225282300548,0.041558913107345496,-0.017972280627107318,-0.017972280627107318
HIST-20201013,2020-10-13,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008352356250542758,-0.03432713556147182,-0.03768821429758529,-0.08535898362402927
HIST-20201021,2020-10-21,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-3.511363148955837e-05,-0.04416072531428372,0.02083093964300109,-0.0521128516557966
HIST-20201102,2020-11-02,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.017297644786073096,0.06893067701346944,0.12400922547293525,0.017297644786073096
HIST-20201130,2020-11-30,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.012816225341282017,0.025465186294269637,0.04641634203638656,0.0056406147024237185
HIST-20210114,2021-01-14,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.007921011296706637,0.035215770144670255,0.07030408934040766,-0.007921011296706637
HIST-20210305,2021-03-05,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.028314061959093584,0.021964464967899167,0.07382428959039444,-0.028314061959093584
HIST-20210309,2021-03-09,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0028549277709440934,0.028257890457401125,0.06501201441608595,-0.0028549277709440934
HIST-20210312,2021-03-12,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.010682996526967026,-0.007354452515913046,0.06858283524081865,-0.01184560376087207
HIST-20210315,2021-03-15,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.005488605520480361,0.0005716494122203208,0.06963010170159123,-0.022290471260775657
HIST-20210415,2021-04-15,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0011708650079735872,-0.01876416004789261,-0.06519151499333886,-0.07236351243651251
HIST-20210416,2021-04-16,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.009151890565027965,-0.007572956325848645,-0.045671452992302686,-0.07344837930726278
HIST-20210429,2021-04-29,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00655448542667314,-0.02560092267848446,-0.021574198018691537,-0.0685734109215329
HIST-20210504,2021-05-04,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.003362000035283086,-0.014629983078428999,0.010086667623441903,-0.040134590618612354
HIST-20210611,2021-06-11,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.009582628676275462,0.004073272217489876,0.06329970753368541,-0.0006739429129297703
HIST-20210720,2021-07-20,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0077200636641225895,0.015719271368322962,0.019342710002208552,0.0077200636641225895
HIST-20210824,2021-08-24,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0011484764229290345,0.014905162709366149,-0.011727008506604353,-0.022075895703255077
HIST-20210907,2021-09-07,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0034807285598732474,-0.017926871288671986,-0.06368278297645913,-0.07615385748516701
HIST-20210908,2021-09-08,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0034404468080133643,-0.007169517547137572,-0.0543915307911359,-0.07292696790526665
HIST-20210928,2021-09-28,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0016392728614672558,-0.006918969156515131,0.053491827507750944,-0.020146096997017304
HIST-20211006,2021-10-06,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.009174846334838449,0.0009174235010278586,0.09316865763431714,-0.007034337052573725
HIST-20211014,2021-10-14,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.006300738948689988,0.02902136997699567,0.06535229280911459,0.006300738948689988
HIST-20211021,2021-10-21,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008402476291464178,0.01842165559446851,0.0648870056309021,-0.008402476291464178
HIST-20220106,2022-01-06,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01083261017087056,-0.016561461947358636,-0.06773064879742641,-0.11176485052205343
HIST-20220112,2022-01-12,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.025016110518684576,-0.06616752202040843,-0.07466112838988026,-0.11940103290352244
HIST-20220113,2022-01-13,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.006222465734490257,-0.06876568076316947,-0.08102554143177021,-0.09680664819502804
HIST-20220124,2022-01-24,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.023181529078956986,0.027597041514323184,-0.04307948250918814,-0.04307948250918814
HIST-20220203,2022-02-03,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.012614991389149566,0.01380291520479493,-0.04596257188168007,-0.06825060649508974
HIST-20220209,2022-02-09,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.022632253510391886,-0.029149411144479,-0.09669237163136124,-0.11828837423832694
HIST-20220224,2022-02-24,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01550714779354534,0.005198562821817854,0.05757760276637547,-0.06555252834291936
HIST-20220315,2022-03-15,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.03708679077462462,0.08914010914869586,0.03571428230005158,0.03571428230005158
HIST-20220322,2022-03-22,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.014371380789584665,0.039864472904982184,-0.044122845106988606,-0.05191079914939645
HIST-20220323,2022-03-23,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02222640776837359,0.04337312273802407,-0.05025157803995328,-0.05025157803995328
HIST-20220328,2022-03-28,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.017209764303461883,0.012030392425728786,-0.13090892043385072,-0.13090892043385072
HIST-20220329,2022-03-29,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.011045730399228626,-0.027182782912261283,-0.14663661016554286,-0.14663661016554286
HIST-20220330,2022-03-30,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.012394502568332522,-0.03767453881228344,-0.10645883865381855,-0.13710530803517396
HIST-20220404,2022-04-04,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.02220409632926068,-0.07692934213387481,-0.1366911125837692,-0.1517736221142153
HIST-20220406,2022-04-06,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.002377788761996902,-0.019560769403448974,-0.11396702777114298,-0.11396702777114298
HIST-20220407,2022-04-07,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.013979031231943884,-0.04425323207306597,-0.1266590394077991,-0.1266590394077991
HIST-20220408,2022-04-08,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.023657467502603557,-0.02995849181390009,-0.14893304084816517,-0.14893304084816517
HIST-20220411,2022-04-11,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.004224373701511297,0.015752821059202837,-0.11772124813740059,-0.1283110887580795
HIST-20220414,2022-04-14,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0007685087144406744,-0.038501166372369444,-0.10782118938041496,-0.13970379317052106
HIST-20220418,2022-04-18,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.022350768843653945,-0.026897779225032226,-0.11884041614321894,-0.14036443059685066
HIST-20220421,2022-04-21,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.026185861783755038,-0.018374960934712692,-0.1333831668719987,-0.1333831668719987
HIST-20220510,2022-05-10,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.029658446983973796,0.017987626826280634,0.022875349223483665,-0.044952919809391534
HIST-20220513,2022-05-13,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.011591900435984348,-0.043916169398291904,-0.08786492217605091,-0.08786492217605091
HIST-20220608,2022-06-08,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.026784399380042512,-0.08074377786636122,-0.03810387852288144,-0.1178324546392826
HIST-20220616,2022-06-16,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.012159752069207164,0.08764615369695705,0.06841163678748408,0.012159752069207164
HIST-20220623,2022-06-23,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0342638617281521,-0.01604364727491614,0.06017210316265342,-0.01604364727491614
HIST-20220630,2022-06-30,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.006600912671404835,0.05376794939025076,0.12551753377888364,0.006600912671404835
HIST-20220711,2022-07-11,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.009687619416914428,0.0012452898615011865,0.10956949539686334,-0.011728661401034457
HIST-20220715,2022-07-15,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008462687940833047,0.03467296695935618,0.13197657468835056,-0.008462687940833047
HIST-20220718,2022-07-18,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.030753253231079247,0.0375604392232054,0.15086384352938054,0.017173459625096976
HIST-20220721,2022-07-21,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.017535533307105666,0.007905243293545139,0.07124699330033613,-0.04232570399984781
HIST-20220722,2022-07-22,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.005695594783314828,0.04460410169394291,0.06910845540361299,-0.025232638464970814
HIST-20220727,2022-07-27,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.009777934516826292,0.05241038948860832,0.02672674845862888,0.009777934516826292
HIST-20220728,2022-07-28,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.018237000456848618,0.04709376257317799,0.034763190721067705,0.013847478783187928
HIST-20220816,2022-08-16,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01140610158108657,-0.05471269651117061,-0.10909449222397238,-0.11806307085916845
HIST-20220822,2022-08-22,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0008268589080469013,-0.03165132736619469,-0.07987992241930642,-0.07987992241930642
HIST-20220823,2022-08-23,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.00289709801358784,-0.04164308337885714,-0.09560781861034273,-0.09560781861034273
HIST-20220829,2022-08-29,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.011136672431147243,-0.03731835157359631,-0.09670089125841896,-0.0970630118613246
HIST-20220830,2022-08-30,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.005813367618548226,-0.006810155665153195,-0.0683573244650536,-0.08689405000125705
HIST-20220907,2022-09-07,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.00518453063084201,-0.009833412200623282,-0.05513357022807919,-0.10445752902295347
HIST-20220908,2022-09-08,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02186207391729189,-0.03134549367165007,-0.06740735884652649,-0.10907654894468533
HIST-20220913,2022-09-13,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.007933372828594631,-0.01515527728101107,-0.10377206009810214,-0.10377206009810214
HIST-20220914,2022-09-14,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01665382645248914,-0.040402782359795775,-0.11113054837485992,-0.11113054837485992
HIST-20220915,2022-09-15,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.006114923434008324,-0.0361619697354153,-0.0748778938245096,-0.09607676773840224
HIST-20220920,2022-09-20,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.017906033488483963,-0.04935397644934192,-0.05974447505748415,-0.09694207518929654
HIST-20220921,2022-09-21,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.012308058467488503,-0.012766562680333049,-0.04609282855377095,-0.08047706675314947
HIST-20220922,2022-09-22,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.016281618500769257,-0.02927838034453767,-0.03913306177240261,-0.06901849191954468
HIST-20220927,2022-09-27,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.019891713961820656,0.027870780965967512,0.03544850635868868,-0.05005869436261179
HIST-20220929,2022-09-29,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.016956520391260277,0.02902119585142149,0.0036782127066719017,-0.04093873132145953
HIST-20220930,2022-09-30,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.023460261218784195,0.006884837985673853,0.05223394573421758,-0.024395880169760464
HIST-20221006,2022-10-06,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.03810380321686202,-0.03910490228349228,-0.0688804025819697,-0.0688804025819697
HIST-20221011,2022-10-11,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0003422739990683876,0.03322564552983143,0.025841983939377755,-0.00860134203247076
HIST-20221017,2022-10-17,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.00790805993742949,0.03378517997859465,0.05973635550806522,-0.03289402242409456
HIST-20221024,2022-10-24,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02068577942208827,-0.0017958145715795126,0.012353890378518972,-0.06450005638895873
HIST-20221025,2022-10-25,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0220962629549748,-0.03201882279133195,0.006122437547962933,-0.08345941280702385
HIST-20221027,2022-10-27,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.030600949867687577,-0.0453695323006722,0.051489642195760243,-0.0453695323006722
HIST-20221028,2022-10-28,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.011628136723098148,-0.058815569983718397,0.005298079992682725,-0.07371474107229681
HIST-20221031,2022-10-31,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.010217912579582156,-0.03727277352277869,0.009426373067800808,-0.06281704959037715
HIST-20221101,2022-11-01,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.03427693847343494,-0.02024625603570107,0.06633719818658057,-0.05314213873871931
HIST-20221103,2022-11-03,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.016084862567959046,0.0854543712585758,0.12307585286153411,0.010864027424873024
HIST-20221104,2022-11-04,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.010994734203406242,0.08795563281255614,0.0867464184410085,-0.005138188093749552
HIST-20221107,2022-11-07,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.007287089415143111,0.0667063760370048,0.05265516168153095,-0.015957474110750436
