date,vix_level,vix_5d_change,qqq_spy_rel_63d,hyg_tlt_rel_20d,qqq_voo_rel_20d,hy_oas_level,hy_oas_20d_change,curve_10y2y,cpi_yoy_proxy,pce_yoy_proxy,unemployment_rate,nonfarm_payrolls,initial_jobless_claims,news_count,news_official_rows,news_pending_rows,news_rejected_rows,news_signal_rows,news_fear_score,news_hype_score,policy_risk_score,news_sentiment_confidence,vix_percentile_252d,hy_oas_percentile_252d,news_fear_percentile_252d,news_hype_percentile_252d,policy_risk_percentile_252d,market_mood_score,market_mood_label,regime_window,data_origin
2006-11-07,11.09000015258789,-0.0009009214899244888,,,,,,-0.11,-0.0014866204162538033,,4.5,137060.0,285815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-08,10.75,-0.06602955810329014,,,,,,-0.11,-0.0014866204162538033,,4.5,137060.0,285815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-09,11.010000228881836,-0.03590191284352107,,,,,,-0.13,-0.0014866204162538033,,4.5,137060.0,285815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-10,10.789999961853027,-0.033154112062544594,,,,,,-0.14,-0.0014866204162538033,,4.5,137060.0,285815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-13,10.859999656677246,-0.026881737888592383,,,,,,-0.15,-0.0014866204162538033,,4.5,137060.0,367466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-14,10.5,-0.05320109508296189,,,,,,-0.17,-0.0014866204162538033,,4.5,137060.0,367466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-15,10.3100004196167,-0.040930193524027936,,,,,,-0.19,0.0,,4.5,137060.0,367466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-16,10.15999984741211,-0.07720257618523696,,,,,,-0.19,0.0,,4.5,137060.0,367466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-17,10.050000190734863,-0.06858199941931042,,,,,,-0.15,0.0,,4.5,137060.0,367466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-20,9.970000267028809,-0.0819520642527114,,,,,,-0.16,0.0,,4.5,137060.0,323123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-21,9.899999618530273,-0.057142893473307255,,,,,,-0.17,0.0,,4.5,137060.0,323123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-22,10.140000343322754,-0.01648885250969423,,,,,,-0.17,0.0,,4.5,137060.0,323123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-23,10.140000343322754,-0.001968455156468263,,,,,,-0.17,0.0,,4.5,137060.0,323123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-24,10.729999542236328,0.06766162573094858,,,,,,-0.18,0.0,,4.5,137060.0,323123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-27,12.300000190734863,0.23370108939830803,,,,,,-0.17,0.0,,4.5,137060.0,448492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-28,11.619999885559082,0.17373740740448174,,,,,,-0.16,0.0,,4.5,137060.0,448492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-29,10.829999923706055,0.06804729359182615,,,,,,-0.17,0.0,,4.5,137060.0,448492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-11-30,10.90999984741211,0.07593683215172709,,,,,,-0.16,0.0,,4.5,137060.0,448492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-01,11.65999984741211,0.08667291191533,,,,,,-0.09,0.0014888337468983437,,4.4,137249.0,448492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-04,11.229999542236328,-0.08699192129318234,,,,,,-0.09,0.0014888337468983437,,4.4,137249.0,383451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-05,11.270000457763672,-0.030120432981275425,,,,,,-0.07,0.0014888337468983437,,4.4,137249.0,383451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-06,11.329999923706055,0.04616805203345731,,,,,,-0.11,0.0014888337468983437,,4.4,137249.0,383451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-07,12.670000076293945,0.16131991324448225,,,,,,-0.09,0.0014888337468983437,,4.4,137249.0,383451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-08,12.069999694824219,0.03516293763100764,,,,,,-0.12,0.0014888337468983437,,4.4,137249.0,383451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-11,10.710000038146973,-0.046304499134984245,,,,,,-0.15,0.0014888337468983437,,4.4,137249.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,防守,outside_named_windows,reconstructed
2006-12-12,10.649999618530273,-0.05501338190330707,,,,,,-0.12,0.0014888337468983437,,4.4,137249.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333332,,0.5083333333333333,0.5083333333333333,0.5083333333333333,19.29,防守,outside_named_windows,reconstructed
2006-12-13,10.180000305175781,-0.1015004083207538,,,,,,-0.12,0.0014888337468983437,,4.4,137249.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,,0.5081967213114754,0.5081967213114754,0.5081967213114754,21.35,防守,outside_named_windows,reconstructed
2006-12-14,9.970000267028809,-0.21310179897448778,,,,,,-0.13,0.0014888337468983437,,4.4,137249.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032258064516129,,0.5080645161290323,0.5080645161290323,0.5080645161290323,23.59,防守,outside_named_windows,reconstructed
2006-12-15,10.050000190734863,-0.16735704682375085,,,,,,-0.13,0.0,,4.4,137249.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,,0.5079365079365079,0.5079365079365079,0.5079365079365079,22.66,防守,outside_named_windows,reconstructed
2006-12-18,10.600000381469727,-0.01027074288379537,0.011298528788611373,,,,,-0.11,0.0,,4.4,137249.0,424629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203125,,0.5078125,0.5078125,0.5078125,21.54,防守,outside_named_windows,reconstructed
2006-12-19,10.300000190734863,-0.03286379721426802,0.007535942749837821,,,,,-0.11,0.0,,4.4,137249.0,424629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,,0.5076923076923077,0.5076923076923077,0.5076923076923077,22.08,防守,outside_named_windows,reconstructed
2006-12-20,10.260000228881836,0.007858538438882068,0.009164914827000992,,,,,-0.11,0.0,,4.4,137249.0,424629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,,0.5075757575757576,0.5075757575757576,0.5075757575757576,22.56,防守,outside_named_windows,reconstructed
2006-12-21,10.529999732971191,0.056168450445716056,-0.00407602723114564,,,,,-0.11,0.0,,4.4,137249.0,424629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208955223880597,,0.5074626865671642,0.5074626865671642,0.5074626865671642,17.53,防守,outside_named_windows,reconstructed
2006-12-22,11.359999656677246,0.13034820309258066,-0.0049863400211538345,,,,,-0.08,0.0,,4.4,137249.0,424629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,,0.5073529411764706,0.5073529411764706,0.5073529411764706,4.16,防守,outside_named_windows,reconstructed
2006-12-26,11.260000228881836,0.0622641343075685,-0.004261559514212365,,,,,-0.1,0.0,,4.4,137249.0,499555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5942028985507246,,0.5072463768115942,0.5072463768115942,0.5072463768115942,5.93,防守,outside_named_windows,reconstructed
2006-12-27,10.640000343322754,0.03300972294095006,-0.008759373140492133,,,,,-0.11,0.0,,4.4,137249.0,499555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,,0.5071428571428571,0.5071428571428571,0.5071428571428571,14.92,防守,outside_named_windows,reconstructed
2006-12-28,10.989999771118164,0.0711500512623171,-0.007923019002682774,,,,,-0.12,0.0,,4.4,137249.0,499555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4507042253521127,,0.5070422535211268,0.5070422535211268,0.5070422535211268,9.32,防守,outside_named_windows,reconstructed
2006-12-29,11.5600004196167,0.09781583217142953,0.006023720714847691,,,,,-0.11,0.0,,4.4,137249.0,499555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430555555555556,,0.5069444444444444,0.5069444444444444,0.5069444444444444,4.04,防守,outside_named_windows,reconstructed
2007-01-02,11.5600004196167,0.0176057014950608,0.0038880929795945818,,,,,-0.12,0.0030525272547075044,,4.6,137472.0,505176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397260273972602,,0.5068493150684932,0.5068493150684932,0.5068493150684932,3.61,防守,outside_named_windows,reconstructed
2007-01-03,12.039999961853027,0.06927173331404535,-0.005121340027451682,,,,,-0.09,0.0030525272547075044,,4.6,137472.0,505176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918918918918919,,0.5067567567567568,0.5067567567567568,0.5067567567567568,0.0,防守,outside_named_windows,reconstructed
2007-01-04,11.510000228881836,0.08176690389912067,0.008664666363325857,,,,,-0.09,0.0030525272547075044,,4.6,137472.0,505176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733333333333333,,0.5066666666666667,0.5066666666666667,0.5066666666666667,6.8,防守,outside_named_windows,reconstructed
2007-01-05,12.140000343322754,0.10464063659280542,0.012852231465228625,,,,,-0.11,0.0030525272547075044,,4.6,137472.0,505176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,,0.506578947368421,0.506578947368421,0.506578947368421,0.42,防守,outside_named_windows,reconstructed
2007-01-08,12.0,0.038062246056379534,0.006075365161129609,,,,,-0.12,0.0030525272547075044,,4.6,137472.0,506080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701298701298701,,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.25,防守,outside_named_windows,reconstructed
2007-01-09,11.90999984741211,0.030276766011312573,0.011623973517694397,,,,,-0.13,0.0030525272547075044,,4.6,137472.0,506080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,0.5064102564102564,0.5064102564102564,0.5064102564102564,2.75,防守,outside_named_windows,reconstructed
2007-01-10,11.470000267028809,-0.04734216749420095,0.020909935739597874,,,,,-0.12,0.0030525272547075044,,4.6,137472.0,506080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329113924050633,,0.5063291139240507,0.5063291139240507,0.5063291139240507,11.08,防守,outside_named_windows,reconstructed
2007-01-11,10.869999885559082,-0.055603851485320765,0.019629692392015174,,,,,-0.12,0.0030525272547075044,,4.6,137472.0,506080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,,0.50625,0.50625,0.50625,18.5,防守,outside_named_windows,reconstructed
