symbol,title,source,source_domain,source_reliability_score,published,tags,link,quality_score,fetched_at_utc,normalized_title,duplicate_key,duplicate_count,title_noise_score,governance_dataset,governance_status,governance_reason,retention_days,first_seen_at_utc,expires_at_utc,official_ready,usable_for_sentiment
AMZN,"Amazon Stock Adds Market Power, Not Portfolio Ballast - Trefis",Trefis,news.google.com,0.62,2026-07-17 11:53:23+00:00,未分類,https://news.google.com/rss/articles/CBMiswFBVV95cUxQQlcwYmttMGd6c1ZYNXV0Y0hzMlI4ZUJHazhhX1ZlY1N5U09zUVhlYmxRUHowcHJ3VXJleXFiUzI5YkZYMEtCVGQ3ZnNOaEMxci1rcGRnWVBBTFg1N0NGZG9EZnktQk8wd055VElXaG5Nd3dxQWxNSUtRYkNtR0RHekNCZEZQOFBjNWpqYUVESmQ1Z0NRZi0xNmJQYzVBNTdRTXI4c3MtLVhtd3F3VnFNMC0zOA?oc=5,56.85,2026-07-21T08:27:16+00:00,amazon stock adds market power not portfolio ballast trefis,amazon stock adds market power not portfolio ballast trefis,1,0.041474654377880185,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AMZN,Can Amazon Become a $4 Trillion Stock by 2027? - The Motley Fool,The Motley Fool,news.google.com,0.62,2026-07-17 09:25:00+00:00,未分類,https://news.google.com/rss/articles/CBMikAFBVV95cUxPS3VLcVg1cXVPZEtfSHNEN3NralpvOV9ZUEU5YkJQczNmWkVTeG9zZkFrT3k2bnpfV3hjRjlYdjdKQjQtNDVmMFhyRXotWkR5YWdZamdNRS1WVENjZ1BuckpFTmRXcW1WSFF6Zks5aXlvR3pXb2h4VURXdENMN0puN1RTenIxTkFpcGxXX2hVWVg?oc=5,59.85,2026-07-21T08:27:16+00:00,can amazon become a 4 trillion stock by 2027 the motley fool,can amazon become a 4 trillion stock by 2027 the motley fool,1,0.060267857142857144,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,SMH Price History for Vaneck Semiconductor ETF - Barchart.com,Barchart.com,news.google.com,0.62,2026-07-17 07:00:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMie0FVX3lxTE80Tk40ZldoM2l5anpZN1JSenBxdDhDYXBtVjEtaXVtYTBKLUhxRXpzQ2wzZjc1Qzg4eXZEZjRaNERxVS1rYS1UNXM2eWZFbEZKYUo2aWFoVmlNMVhXa0xYdE0zcGN6V0FFbDFRbzF3Umkxa3FCVzRqY2JOdw?oc=5,59.266666666666666,2026-07-21T08:27:16+00:00,smh price history for vaneck semiconductor etf barchart com,smh price history for vaneck semiconductor etf barchart com,1,0.042154566744730684,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,"Vanguard World Fund Vanguard Information Technology ETF (NYSE:VGT) - Shares, Dividends & News - intelligentinvestor.com.au",intelligentinvestor.com.au,news.google.com,0.62,2026-07-17 07:00:00+00:00,未分類,https://news.google.com/rss/articles/CBMirwFBVV95cUxOS1V3LWtXdk13SE1FX2tTQjhld2R5T2RmMHU5TWRkQlp5WHF5M1gwekNFcGNvYTVzckx5QWJfZE9hNktiN3RPeHN1MVNzNkxtTU0teVpyNGUwT0kyZURZc0RsdDVTTUs3TlFfNkNMZzJ0allZRjFnRWZoMWZXMDI4OHI5MGZEbGdMRnA0S2pVekVQamZtUzR5MkZUUVVmT3lmVkppSjFZTWR3SkJndjRB?oc=5,61.516666666666666,2026-07-21T08:27:16+00:00,vanguard world fund vanguard information technology etf nyse vgt shares dividends news intelligentinvestor com au,vanguard world fund vanguard information technology etf nyse vgt shares dividends news intelligentinvestor com au,1,0.09484777517564404,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
GOOGL,Why Alphabet (GOOGL) Stock Is Falling Today - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-17 00:57:00+00:00,未分類,https://news.google.com/rss/articles/CBMingFBVV95cUxNOHd0UHkwSGtwZXJGTnl1QW5teE5fT1BjRzhGSGgybElUdDl2dzhrTEN2YTE3NE1uT19RazZNcVJsQlBrZ0dCMTNFVE1fWkpTcjZuVllmWG00cElHV2xhWVhwQ0hpMW55WHF0WTAyM25tSExzb01TZ0FOUHRzVjFsRmZCVFQ2eHRHNEZHN1RpVlQ5UjVKU3ktM014ZDFPUQ?oc=5,56.516666666666666,2026-07-21T08:27:16+00:00,why alphabet googl stock is falling today yahoo finance,why alphabet googl stock is falling today yahoo finance,1,0.06537530266343827,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,VGT ETF Falls 1.9% - Moomoo,Moomoo,news.google.com,0.62,2026-07-16 20:36:00+00:00,未分類,https://news.google.com/rss/articles/CBMia0FVX3lxTE0wTURWRHBZOXlpdlcxTENYcTdlTjRSa0J0ZU54dHNHZy1oTXIyMHlKNEFBYlVYUnVmaXlhbk1yWUowcWE1MExXeHhXT1I0T2RiaDFnX0Y3cGNtSG10SkdEOVlzUDd1UW01WmVn?oc=5,52.516666666666666,2026-07-21T08:27:16+00:00,vgt etf falls 1 9 moomoo,vgt etf falls 1 9 moomoo,1,0.14285714285714285,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
XLK,Sector Update: Tech - Moomoo,Moomoo,news.google.com,0.62,2026-07-16 19:30:16+00:00,未分類,https://news.google.com/rss/articles/CBMibEFVX3lxTE1hWW9JaDMwZnZQMEVPZ2xFNGxQNzRwOXgzUjc2TTB6blI1NGZIUG9vV1hJRW92czdFN1lQVDZJUUdicGE2S2JMREFzNjR1ZG1vbGRMSVdub1Z3dUc1Rld5ZEFSM0tBZ292SG5QWA?oc=5,51.516666666666666,2026-07-21T08:27:16+00:00,sector update tech moomoo,sector update tech moomoo,1,0.09183673469387756,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
NVDA,"Everyone's Buying NVIDIA, but 2 Smaller AI Stocks Could Soar Higher - Yahoo Finance",Yahoo Finance,news.google.com,0.62,2026-07-16 19:00:00+00:00,AI/晶片；產品/需求,https://news.google.com/rss/articles/CBMinwFBVV95cUxQcGR6S3BrQkRWYTNpQWtDNXF5enhWUlZzWmh0RUFQZS1UMmxwWEUtZjVhRk85LUQtZkI0TUpyMXFLdEdLaDB6dlhOdHlRalhjczlyRnl1SzFNbTFodUJyYzJrbWp4UWNqSVgxWndfRVVzdTJKVVVWU0dvU0N6T2I0dFJzZ0FBTnVPNllydm9sYXhOTS1TWW95dC1tT00taGc?oc=5,68.01666666666667,2026-07-21T08:27:16+00:00,everyone s buying nvidia but 2 smaller ai stocks could soar higher yahoo finance,everyone s buying nvidia but 2 smaller ai stocks could soar higher yahoo finance,1,0.04647160068846816,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
NVDA,Why DeepSeek’s Chip Push Doesn’t Spell Trouble for Nvidia Corp (NVDA) - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-16 18:49:50+00:00,AI/晶片,https://news.google.com/rss/articles/CBMimAFBVV95cUxOT2huQnR0dlJoV19ZLXJvUWh6Q2ozTmg1SEs0ZEVjakdaTFBYd0VTZFlKSXc0U1RLUGpNOEpzLWF4aHNxR1pMWVdURlJLaGVmZ3kyeHdOWGxmM2dqemMxeXQ2TVlTaVozTjB2MVlZWmFGS0hGaUhHRzBuSXFxMFBvZVNkaTA5TFN4dGNKeDhRTU5QLWJSWldXWA?oc=5,64.26666666666667,2026-07-21T08:27:16+00:00,why deepseek s chip push doesn t spell trouble for nvidia corp nvda yahoo finance,why deepseek s chip push doesn t spell trouble for nvidia corp nvda yahoo finance,1,0.07563025210084034,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,Think the AI Bull Market Is Just Getting Started? These 3 ETFs Are Positioned for the Next Leg - 24/7 Wall St.,24/7 Wall St.,news.google.com,0.62,2026-07-16 18:33:19+00:00,AI/晶片,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQUGpLZWZuWk5SdWZxdkY0T19fSGphWXNGN0c4X1dKN0dCVkJpbnplT1ByS211a0JaZ2Nkb2pfczA3TkgxZDR6bDBHT2hoOVFzeVVWVUM0XzJsVmJxWWFwYVhHTHdQYnNHeU0wY1l3NXhmT3BVWXVuY3dhQ2hwMllCTzU3aHVaU1o2Q3FoYWIzeWU4VUo1QnN3Y0owMzJGWkNmVzQweTZYRVNkMjlYR1Y4ZnA0ZGdtc3JvOWJHSDhGckJkV3VVV2tCNXdNdDVBSkd5a2l5TUNhT0E?oc=5,70.26666666666667,2026-07-21T08:27:16+00:00,think the ai bull market is just getting started these 3 etfs are positioned for the next leg 24 7 wall st,think the ai bull market is just getting started these 3 etfs are positioned for the next leg 24 7 wall st,1,0.046753246753246755,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,It's 'do or die' time for semiconductor stocks as AI debate intensifies (SMH:NASDAQ) - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-16 17:17:16+00:00,AI/晶片,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPanpqS3lWdVlKczNuUkZ2QXlIQ2Y3VVNHanBBTXV1YlEwWHVXSzk4UWlLeGRYZHZ4ZlM5Q1VMQ3NyWjZ0UUswVHFSbThWRTNFdngtTmlLTHJnUlM1SS15V2x0WWNmUDVYX3cwSGZBX0hSbFZBb25FTzVRaUpyUW1ZdV9QRUxjSnBCR0Y2SGhKSFBlSDZ3dUc2NV9tV0w3dVBnSDAycko5STVwdw?oc=5,66.26666666666667,2026-07-21T08:27:16+00:00,it s do or die time for semiconductor stocks as ai debate intensifies smh nasdaq seeking alpha,it s do or die time for semiconductor stocks as ai debate intensifies smh nasdaq seeking alpha,1,0.09000000000000002,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
NVDA,Why Is NVDA Stock The Discount Option Among Its Peers? - Trefis,Trefis,news.google.com,0.62,2026-07-16 15:39:35+00:00,未分類,https://news.google.com/rss/articles/CBMitAFBVV95cUxObnp5Z2Rsem5NQ2pnNjNROEdLWFZ6OVlhbTRqUnNFbUM3T1ZuUS1jdTRtZW1VT0QteU1fTXpXaF95a3hCQkc4Y1BsaFRLNUZPWGtGaEhQSlpPS01NNDBGcWlvRGtFODZRa3hIUE1TRGdqMHJ3d29Rc0QwUGF1d1BNTTR0OE1BV2JQWTRIcW1seE1pODJ5VVV6M3dxNWY4b0pWZlllZXZqWGdUbFJmT1FQX1daQUQ?oc=5,58.516666666666666,2026-07-21T08:27:16+00:00,why is nvda stock the discount option among its peers trefis,why is nvda stock the discount option among its peers trefis,1,0.04081632653061225,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,"VanEck Semiconductor ETF bounces back from early-July volatility, buoyed by strong chip sector earnings forecasts - eciks.org",eciks.org,news.google.com,0.62,2026-07-16 14:58:17+00:00,AI/晶片；財報/財測,https://news.google.com/rss/articles/CBMifEFVX3lxTE8wNFRJV1dMNl9iWVA2TkF0bDBaSkctN3FTSFlhRGF2QkRIRUQxblBMc2N0SlpPLU84SkdvaWVyT3NpWWR6cktvVDZNQ2FzNUZtOXZPMWpkS0dQZ21najVqYmkxcTR0V2ltel9oOWMtLUIxQ1ZwYndTMjF4RFg?oc=5,71.01666666666667,2026-07-21T08:27:16+00:00,vaneck semiconductor etf bounces back from early july volatility buoyed by strong chip sector earnings forecasts eciks org,vaneck semiconductor etf bounces back from early july volatility buoyed by strong chip sector earnings forecasts eciks org,1,0.04114285714285715,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,"$10,000 in each of QQQ, TQQQ, and SQQQ 5 years ago: Here's the result - TradingView",TradingView,news.google.com,0.62,2026-07-16 14:05:00+00:00,未分類,https://news.google.com/rss/articles/CBMivwFBVV95cUxOMmREZ0NJOExhTW1DbzRtTDV2NEtLUDJoRjJvZ21UbHI5M21Bb2Fpd1ZWYVVSTmVMTUVqSW1oQ3JQRjRyTl9LejBpQk8tV1Z0cDNOZnR6bEhsOEdQeV85NXoxNWc5LWVPSlpDbzhZejVqdTBxdXVfbEJ6LTNQaWRfaFZaaDQ2TlEwLW56ZGFBYnA0RHRkRXRwb2tjaHY0dzc0Y29iWml0aE9xZ3UzQlFkMlJvNFlCWnpDVmM4TERMdw?oc=5,62.516666666666666,2026-07-21T08:27:16+00:00,10 000 in each of qqq tqqq and sqqq 5 years ago here s the result tradingview,10 000 in each of qqq tqqq and sqqq 5 years ago here s the result tradingview,1,0.10843373493975904,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
META,META Price Prediction: The Stock Will Hit $700 on This Date - 24/7 Wall St.,24/7 Wall St.,news.google.com,0.62,2026-07-16 13:00:36+00:00,未分類,https://news.google.com/rss/articles/CBMiowFBVV95cUxPbk1oWGNLY20tSlBLRUlrNHVmZ3RkTlV0WTJycmh4UXd4NmxaME5qV1V1Z2xzMktnU3R6YjZLTDA3d1h2WVo4U1hnTG41MjQ1T3h5TjJmNTV6VUFUYTFpZ0psR1lEendOWjB6RWpNR1g3UVdzQ1lRdVNiZFd4U3lQbFd6b2xsZUZhcl92VHFOMUtQZ0xzNDF0NHA5UWNjc1lXLW1z?oc=5,61.516666666666666,2026-07-21T08:27:16+00:00,meta price prediction the stock will hit 700 on this date 24 7 wall st,meta price prediction the stock will hit 700 on this date 24 7 wall st,1,0.08571428571428573,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IYW,Looking to Add More Tech to Your Portfolio? SOXX May Be a Better Fit than FTEC. - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-16 12:30:01+00:00,未分類,https://news.google.com/rss/articles/CBMinAFBVV95cUxQTnVTWmVrYTJ1OExTdlZjUDB6R0NwXy1zdUw1YjhRSnZOTnR6bTFFUThGdUU5TVJQTThYbjJ2NklLZG9hMmp0cmVLREdCeHNLZGlzUWZLLS1vTFNwRXpQUmc5bl8yTnNoWDhrWHRvLVM4eFhQQ3gwQmVXSGI0d2V4SGplMFQ0M0hiblVTZUhiRm1wc0EwSVljVkhiQk0?oc=5,65.51666666666667,2026-07-21T08:27:16+00:00,looking to add more tech to your portfolio soxx may be a better fit than ftec yahoo finance,looking to add more tech to your portfolio soxx may be a better fit than ftec yahoo finance,1,0.0406015037593985,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,The Hidden Turbulence in Microsoft Stock - Trefis,Trefis,news.google.com,0.62,2026-07-16 12:26:36+00:00,未分類,https://news.google.com/rss/articles/CBMiowFBVV95cUxQS1pGRlhyNDNxTzdHQ3h6cmZScGo1VlVWMzd3VUc4ajZTcFVrM3hDNzFLUXg1LVdmbVZnUHpDamZZVUlNWEJsTmpFVHIzU1FCcV9VOFI0NHJ0QWpnT2ljVXc0Qm9yY3VfMWcwUzV0TUlJNE9vLVNRQ2RaUFZLZjdBV2FhbTR1MXpFTXp3MXVnNWRkMUFqQnhLcTQtQlBZYW9qc053?oc=5,54.516666666666666,2026-07-21T08:27:16+00:00,the hidden turbulence in microsoft stock trefis,the hidden turbulence in microsoft stock trefis,1,0.026239067055393587,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
TSLA,Tesla Stock Could Sink In The Last Half Of 2026—Here’s Why - Forbes,Forbes,news.google.com,0.62,2026-07-16 10:30:00+00:00,未分類,https://news.google.com/rss/articles/CBMigwFBVV95cUxPSlVOdUE0UkZhaVQ1amxlT0xoZUlhc2xzTkNrNFR4Y29udDhHbTZfSndCLUQ4MVRHZ2xzZkczUFROc2kyTFJLTGVzd1p3MDN1VVNlZC1KTzhLTEpkWjhqQjNOLVZiOEpTZ0VCMUZ4RzM5VXkzLXdRWEhrS0pIZnZnVDFHOA?oc=5,59.516666666666666,2026-07-21T08:27:16+00:00,tesla stock could sink in the last half of 2026 here s why forbes,tesla stock could sink in the last half of 2026 here s why forbes,1,0.057569296375266525,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IGV,"If You Invested $1000 In iShares Expanded Tech-Software Sector ETF Stock 20 Years Ago, You Would Have This Much Today - Sahm",Sahm,news.google.com,0.62,2026-07-16 10:22:04+00:00,大盤風險；國際/戰爭,https://news.google.com/rss/articles/CBMi-wFBVV95cUxPbHhyNWNKUG9ReC1jaXNjSDQ0VlFselpLRi1DNGlzb2d2bzhpMThRLVhsVDFpbVpoQlo2QjFTbndrUXNKSHhCTmxwLU1nR096LWNfVlJ1Wmw2TnlPUjNkVUpRY2pBX3ZhWHJaT09mdlBiUEdmWm9DUDRyd0pNZzhFUWZHMW1HUjdoMUxqQlluY1JHRk1lWWRrcmFkcGVXRl9aUFhkaU1RQXZLQXRqTE1ub1VGb0xFMEJHaVRSdkNTeW9PeXBxV21GbEJidkdkcURicG5kTTJPT3EwZ1N6U1oyMFZMSlJDQ09EcjJLcjNLc1gxOWxKZHhUWGo0UQ?oc=5,74.01666666666667,2026-07-21T08:27:16+00:00,if you invested 1000 in ishares expanded tech software sector etf stock 20 years ago you would have this much today sahm,if you invested 1000 in ishares expanded tech software sector etf stock 20 years ago you would have this much today sahm,1,0.041474654377880185,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
TSLA,"Going Into Earnings, Is Tesla Stock a Buy, a Sell, or Fairly Valued? - Morningstar",Morningstar,news.google.com,0.62,2026-07-16 10:09:05+00:00,AI/晶片；財報/財測,https://news.google.com/rss/articles/CBMingFBVV95cUxQSzJEN2tNNkR5cnlrVlZMUkR1ZjVIS3I5SndOTjM1dmdvQXdDSDFwaGpjMUJxd0d1TVlKdndsa0NoVG94NHJFQ2ExMVh5T0FGdFJOZ3Bqa3hsQnZyTW9hbGpWWV9pQVZ4cFQ3TGFxY1FxdGV2WE5oa3lnSDItSTgtUU9KNm9DVU53ajVlMF93RmJIV05JLWhraXd0NVhYUQ?oc=5,69.01666666666667,2026-07-21T08:27:16+00:00,going into earnings is tesla stock a buy a sell or fairly valued morningstar,going into earnings is tesla stock a buy a sell or fairly valued morningstar,1,0.07839721254355402,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
XLK,Baron Technology ETF: Technology Dashboard For July (NASDAQ:BCTK) - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-16 10:00:00+00:00,未分類,https://news.google.com/rss/articles/CBMijgFBVV95cUxNRTFHaTdEWjFaOFFFUk5VTUZBV1c1Q3R4M0NKUXdYb3hfclV0b0RBWFVjb2ZjYlRJTVVKX1ZQOWFFNnBpajN0RkF4dGNfdU5xTHoxd3RZZk5zeUwtMThpSnZDaVJHeTVqUWRaYjctek51d3hISFo0aHVzaDgxOXF4Y1FEU1gzbW5VakhKOHZ3?oc=5,57.516666666666666,2026-07-21T08:27:16+00:00,baron technology etf technology dashboard for july nasdaq bctk seeking alpha,baron technology etf technology dashboard for july nasdaq bctk seeking alpha,1,0.07936507936507936,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IYW,"Mira Murati Unveils Open-Weight AI Model as Alex Karp, Satya Nadella Warn Companies Are Giving Away Their IP - Benzinga",Benzinga,news.google.com,0.62,2026-07-16 06:15:43+00:00,AI/晶片；大盤風險；國際/戰爭,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQQ1FoaEd5aFZQRVJieU9SMDE4S3JMMm1KUlBsZHBDNjd6bXk3d21YNmN5MDZ6MVI0RUt6bVZuSEY5ZDVGcDdSekk3U2RGTlh2ZV9Ld3ZENUx4ZHctLXB1QXlfRHJLOFE1dFpqLUNpcXc3SnZfRUJyaDNUVDNtQnJ6Z1VjZlR5bUEwZmVmNm9BQWVXU01lNlp3M1Y3MTlVdVZkQXhpamRueUt3X1lxOUN1SHhiWF9LeTV6cnBkRlhLNjlRRTduZ1pSRWp6TTZlbmFnZ0J0ZnNITGtmQ2FjOHFlbUp3OTkyNndNa1BXTW9NbWhOcEM2ZnI0?oc=5,77.43333333333332,2026-07-21T08:27:16+00:00,mira murati unveils open weight ai model as alex karp satya nadella warn companies are giving away their ip benzinga,mira murati unveils open weight ai model as alex karp satya nadella warn companies are giving away their ip benzinga,1,0.032412965186074436,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,XNTK vs. QQQ: Does a 35-Stock Tech ETF Beat Just Buying the Nasdaq-100? - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-15 23:56:19+00:00,未分類,https://news.google.com/rss/articles/CBMijAFBVV95cUxOY0g0R0Y3WHRNSjl2d1YxVVhTUVNjSWJWLUhxZ2tDVENfN3ZsVjg2MFNLUngxOUtBdVBfSzNYblZCUDN2U044Tk1CYkpNeEFhYU5FQjd3dl91a3ZqenNMdERib1FlT1lHZ1g5dmVsRlBZcHp6cFVjZzJISmtuYUhHcmNhOFQtdUZ6ZjVuZQ?oc=5,62.18333333333334,2026-07-21T08:27:16+00:00,xntk vs qqq does a 35 stock tech etf beat just buying the nasdaq 100 yahoo finance,xntk vs qqq does a 35 stock tech etf beat just buying the nasdaq 100 yahoo finance,1,0.08866995073891626,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,XNTK vs. QQQ: Does a 35-Stock Tech ETF Beat Just Buying the Nasdaq-100? - 24/7 Wall St.,24/7 Wall St.,news.google.com,0.62,2026-07-15 23:56:19+00:00,未分類,https://news.google.com/rss/articles/CBMitwFBVV95cUxQeU5IYWUxZWtWVnNjdG9wVDY5WEh5c1BSd2FCV1pPVFFmUEtZYTRqeTNWNUFSVzJaeFhKRjRKa0lfd1oweDkwMk5sclZvRUdKa093R2c2bTd5b1BuazNBQTRSNS1uRzBSWU9qcEZCZEhzNWctb3hHQUxtQUpTMmhUMGRXa0w5V3UwbTlHU3c0LUQ1dnpxancxV29pb0FXMHp5VDduRzN6Vm1RRGVkRW0yY1R1bjVINnc?oc=5,63.18333333333334,2026-07-21T08:27:16+00:00,xntk vs qqq does a 35 stock tech etf beat just buying the nasdaq 100 24 7 wall st,xntk vs qqq does a 35 stock tech etf beat just buying the nasdaq 100 24 7 wall st,1,0.11822660098522168,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AAPL,Why Apple (AAPL) Stock Is Up Today - StockStory,StockStory,news.google.com,0.62,2026-07-15 22:56:21+00:00,未分類,https://news.google.com/rss/articles/CBMinAFBVV95cUxObDdkN0Y4R3NrcjBiZEtTVU8yeGJHMUpDQkxmWHRrSEJzZXNnU3k0eHJuVF84NlF0SkcyX182enVMNjFEb3MyUldKR3o5c3RId1NRQ29Nc21JaHdYa1JLcG1faHdzMGNnSkZfMHlMcXNoMG1JRXE5YnU2UVdVVm9HaXU2dWJIaHZkdXZkbmw1cFVtdDRDMjdqZ09Ycks?oc=5,55.18333333333334,2026-07-21T08:27:16+00:00,why apple aapl stock is up today stockstory,why apple aapl stock is up today stockstory,1,0.08206686930091185,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
NVDA,NVIDIA Stock Leads 3 AI Infrastructure Hardware Picks After IBM’s Warning - simplywall.st,simplywall.st,news.google.com,0.62,2026-07-15 21:45:59+00:00,AI/晶片；大盤風險；國際/戰爭,https://news.google.com/rss/articles/CBMiygFBVV95cUxQdjlTZEZSM1ZwencwNENzRUFXU0toQjhSM2hMWDlLcHI3VWdJWjc0RnhZVTctOTN2MUE1SXBNNVg3M015SWplVk9uc1lvZEJEZGM0Vnk1dVhtb05LM3kxOXZndmpOdEdVdkhLX1NKQU92NFM2YkFueExlY3ctV3cyY0Jsd2ZsQXlLejBKc19qbVRSNWtOQWVrb1NLWmFGOEFiVFViYkZZd3lLWlZGWDZOdXU3ZkVlUzVJVXpxdlNlazJ5ODhkdkw5Tjh30gHPAUFVX3lxTE5jMy0zNm10SlVEaGU0MHotWmFxcGlpQU1TMGFMRzlkSEt0eWV0bmhDa3luMHNfemFXblcyLUdUbTROeV9wcV9PaUxoMDNicG03UldsVE1ILUM3bmlTNlRwd0hHR016UXFHcTRoZTRoY3dtQ1piaVhZak1LeFIyaVBXLURLZGc1SmtPS3MwNlJRekR6MnplS2ttdmNVdEh3Sng0OTdqdV83ZktmbHhNbi1SelJBaC1XN0dNWFFoMkxzWGRrRzBQR21hTG5ESmpLQQ?oc=5,70.43333333333334,2026-07-21T08:27:16+00:00,nvidia stock leads 3 ai infrastructure hardware picks after ibm s warning simplywall st,nvidia stock leads 3 ai infrastructure hardware picks after ibm s warning simplywall st,1,0.043338683788121994,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,"If You Invest $5,000 in the Vanguard Information Technology ETF Today, Here's What You Might Have in 20 Years - Yahoo Finance",Yahoo Finance,news.google.com,0.62,2026-07-15 21:20:00+00:00,未分類,https://news.google.com/rss/articles/CBMinwFBVV95cUxNdi1JNzRIVHd2OTVDV0VNUHVKRmhNOTJZUG41VkstQ3FWX3dfUm5MX2I4M1JpVVBJREp2U2tYNGZCU3VzWGpIRlpRYTRBVmVobWQ3alJrNnlfci1uY013eHBKR0llNVh1OE1SSWwzT1lIMlZ2cjVpYjhBR3U2cktPQUlQcWpRZGFqWjh4UTdTdXVYVlNlcnZfNVZ1YjMtZTg?oc=5,66.18333333333334,2026-07-21T08:27:16+00:00,if you invest 5 000 in the vanguard information technology etf today here s what you might have in 20 years yahoo finance,if you invest 5 000 in the vanguard information technology etf today here s what you might have in 20 years yahoo finance,1,0.051428571428571435,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,Microsoft Stock Hit With Price-Target Cuts After Flaccid Performance - Investor's Business Daily,Investor's Business Daily,news.google.com,0.62,2026-07-15 20:50:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMisAFBVV95cUxQbHV5VGE0R0RvRlJWd2gtUkVWcDFfWUx1d081UmVTR2JIUnFkbTJTcW5HTEtmMXRab2p2V1ZCdEVSeGt4X3dGYkdhOXVTdTh6eE5XaFh4WTFOZWNLUHhva0wyNE1SVTYwb2V1OG1mRkJoT2JPMXAxS0tLOWdIQXBaeVU1MFp6RFViZmlxbDV5RkdRWDhRMGlBaXpLeEJEOTh2T3o1dHUzeWVVbUhlTVRoSA?oc=5,62.93333333333334,2026-07-21T08:27:16+00:00,microsoft stock hit with price target cuts after flaccid performance investor s business daily,microsoft stock hit with price target cuts after flaccid performance investor s business daily,1,0.04017857142857143,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
