symbol,title,source,source_domain,source_reliability_score,published,tags,link,quality_score,fetched_at_utc,normalized_title,duplicate_key,duplicate_count,title_noise_score,governance_dataset,governance_status,governance_reason,retention_days,first_seen_at_utc,expires_at_utc,official_ready,usable_for_sentiment
META,BofA Securities raises Meta stock price target on AI revenue potential - Investing.com,Investing.com,news.google.com,0.62,2026-07-20 07:27:38+00:00,AI/晶片；財報/財測；產品/需求；分析師,https://news.google.com/rss/articles/CBMiygFBVV95cUxQNnpqTjVQUUN5VUV6cmh6RGYwaWJIajQ5Vi0ybjhGR0xCU3pqUzhRSFI5WTF1a1hMaVNncXQ1ekJ0YXBpVGg3RGRjOFlBZW8yNFFnRXVabXEwX05tY2xMVEpHVUFpSXdZN3NPYklJVkV6M29BdThuaXUzOTQwZlpnV1Q5MnlRY0hiYTI0N3NIZHFXdEUwbVJ6QkhsOVMxOFN0cmtSR1JsLVhuVVlOYm1zTHF1M3dueW5XYk1jWVBYTXZKU1hSLVBDTEtn?oc=5,71.76666666666667,2026-07-21T08:27:16+00:00,bofa securities raises meta stock price target on ai revenue potential investing com,bofa securities raises meta stock price target on ai revenue potential investing com,1,0.029900332225913623,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SOXX,Micron's 30% Decline Is Dragging Down the iShares Semiconductor ETF (NASDAQ: SOXX). Here's a Low-Cost Vanguard ETF to Buy Instead. - The Motley Fool,The Motley Fool,news.google.com,0.62,2026-07-20 02:49:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMilwFBVV95cUxPV3ZrY1RRcGlLWDdxYURkWUxISXpaM2RUeG81dm1fY0hYbmx3RjB6SW16X045MTB5YXA5U3RPR0R1ajVnOXJhMTdSU0RSdVVxTVdwaTAyWUhaRHluZHJVTWdEajBfdEJEOXhXdXhHTE1HYU9GejR0VU9xVUFrcm45cGN5bFZPc1g0TlBmcUQ4T1ZTN3FKODB3?oc=5,71.26666666666667,2026-07-21T08:27:16+00:00,micron s 30 decline is dragging down the ishares semiconductor etf nasdaq soxx here s a low cost vanguard etf to buy instead the motley fool,micron s 30 decline is dragging down the ishares semiconductor etf nasdaq soxx here s a low cost vanguard etf to buy instead the motley fool,1,0.0868725868725869,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,"SOXX and SMH ETFs Sink, But Barclays Stays Bullish on Semiconductor Stocks - Benzinga",Benzinga,news.google.com,0.62,2026-07-19 20:10:37+00:00,AI/晶片,https://news.google.com/rss/articles/CBMiygFBVV95cUxQcjgydmVSZC0tWWJBMDdvS3pGNGpXeEJIS0VIYTFaYWlvTGxLelZtVWg4bEFxUUpxU1pZel9MTk9FdGNiU0NJclJUcE5TcnREN2t5ejdybmYtZlpqSGI3QWc5RFpPOWlQWDJ3ZEhtMC1Fa2h0eVcxcVlZLXAwc1hjdnd4Q2Q0WmhGU2VUeUZ4TnlLOWFKcURkQ3VZNldwWXZ2VDlybW82b0ZZTXhEZGZjQ2p4NGRiemdvVmRCRUNYNUw2UG5HRS04YjJB?oc=5,65.26666666666667,2026-07-21T08:27:16+00:00,soxx and smh etfs sink but barclays stays bullish on semiconductor stocks benzinga,soxx and smh etfs sink but barclays stays bullish on semiconductor stocks benzinga,2,0.030252100840336135,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SOXX,"SOXX and SMH ETFs Sink, But Barclays Stays Bullish on Semiconductor Stocks - Benzinga",Benzinga,news.google.com,0.62,2026-07-19 20:10:37+00:00,AI/晶片,https://news.google.com/rss/articles/CBMiygFBVV95cUxQcjgydmVSZC0tWWJBMDdvS3pGNGpXeEJIS0VIYTFaYWlvTGxLelZtVWg4bEFxUUpxU1pZel9MTk9FdGNiU0NJclJUcE5TcnREN2t5ejdybmYtZlpqSGI3QWc5RFpPOWlQWDJ3ZEhtMC1Fa2h0eVcxcVlZLXAwc1hjdnd4Q2Q0WmhGU2VUeUZ4TnlLOWFKcURkQ3VZNldwWXZ2VDlybW82b0ZZTXhEZGZjQ2p4NGRiemdvVmRCRUNYNUw2UG5HRS04YjJB?oc=5,65.26666666666667,2026-07-21T08:27:16+00:00,soxx and smh etfs sink but barclays stays bullish on semiconductor stocks benzinga,soxx and smh etfs sink but barclays stays bullish on semiconductor stocks benzinga,2,0.030252100840336135,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IYW,Price-Driven Insight from (IYW) for Rule-Based Strategy - Stock Traders Daily,Stock Traders Daily,news.google.com,0.62,2026-07-19 16:06:01+00:00,AI/晶片,https://news.google.com/rss/articles/CBMizgFBVV95cUxNX2NuRno3TTJ0dzVILWNNM0c1cU5wOTFYSEJ3b0hZQ2FzYVBzNUZGQnFvNFJ0TVJLd1ZVQkJiM25zYkdsbHZpYkNBUGJqYjVkM2o2STB0ZzU0aV82aWRRYmJndWlhanh3V1h1b1hWN3drcGYxMHpIdld1NVU3Y012Y1BpVVFTaTVzRXVHN3VnSFk2ODR1WjQxRFFRRElUYkd2ZVdWUElpVWRjekZqSDBrSHVmWU1CdXVNdm9lLXRzaV94aW5WcjdqZWNCNERNdw?oc=5,62.266666666666666,2026-07-21T08:27:16+00:00,price driven insight from iyw for rule based strategy stock traders daily,price driven insight from iyw for rule based strategy stock traders daily,1,0.08348794063079777,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
GOOGL,Alphabet (GOOGL) Stock Price Forecast 2026: Cloud Hit $20B But FCF Collapsed — Buy or Short? - TradingKey,TradingKey,news.google.com,0.62,2026-07-18 23:15:50+00:00,財報/財測；產品/需求,https://news.google.com/rss/articles/CBMixgFBVV95cUxQeXNna0FPVFVzVTBlNUM5NVVCNU9TLVhBazdFMVhkaFpBelZTMHBGV2ZqWTBwdFhwUVp3ajJLWXVaNTZURlFrRlhVQ010NDZzVTFhblZESDlvME0wWkhhemJBaXlyREZDLXhpckVRM3QxUlA2dW1idHlFQkEtT3FlbEdIb05UT1QtOFcySkRlc0pwRzc2Z25JQXE2YU8zS2JvLUh1ZUxEd3c5a2lETlItcXo3UEN6ZnA0c185SjNlN1J1QzI2VkE?oc=5,72.68333333333334,2026-07-21T08:27:16+00:00,alphabet googl stock price forecast 2026 cloud hit 20b but fcf collapsed buy or short tradingkey,alphabet googl stock price forecast 2026 cloud hit 20b but fcf collapsed buy or short tradingkey,1,0.08571428571428573,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,Prediction: SOXX Is About to Outperform SMH. Here's Why. - The Motley Fool,The Motley Fool,news.google.com,0.62,2026-07-18 20:16:00+00:00,未分類,https://news.google.com/rss/articles/CBMilwFBVV95cUxQY1JiTlhYRlJnLTFzZllmUDlseU5wSlNLZTNMRGE0cTMtSTBQTWFmbjV0T1NyU2dkUU4zYWdKanRSd1AzM2Y0R2k4azl1RUFBa01QdGN4QVp5aXZHRERKVkFnUU9wbDZsYkM4QUt1Y0RSZ3NLSW91VWJILW1YckUwaUxjN0U5UGVKM0UyTEpGN2t6RDVJRFdN?oc=5,60.18333333333334,2026-07-21T08:27:16+00:00,prediction soxx is about to outperform smh here s why the motley fool,prediction soxx is about to outperform smh here s why the motley fool,1,0.0868725868725869,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
XLK,"Technology sector ETF XLK posts $9B in outflows, worst among sectors - Crypto Briefing",Crypto Briefing,news.google.com,0.62,2026-07-18 17:28:37+00:00,未分類,https://news.google.com/rss/articles/CBMiakFVX3lxTE5RQzRadVRBT3NjMVl3ckhzd1YzbWZ6N1AtdnZaaFBEM09VNVdXdWVvSTNhZlNrcHd2SHhIMkhaRUNIRmZXdDFJdFpXRXlvOXRVRjNxZi1nSExKNmJXMWp3ZEc0T1BDblhKMGc?oc=5,61.18333333333334,2026-07-21T08:27:16+00:00,technology sector etf xlk posts 9b in outflows worst among sectors crypto briefing,technology sector etf xlk posts 9b in outflows worst among sectors crypto briefing,1,0.044850498338870434,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,SMH ETF Is A Sharper Bet Than Its Name Suggests - Trefis,Trefis,news.google.com,0.62,2026-07-18 13:21:17+00:00,未分類,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPeEpTSHJocVc3S2swNWJUaWJlOUNmaF9fNWZSRERaUy1GNzZVN1FtbmE4Qzd1NDcycG1wZ0tua056Zk45NTUtbUR3QUNwLU14R0J3QThhSnZCUzhqcGt4UkktVEVqcldsc0xCSm04N0tsSDFxTVF3ZzFRMkQ4OHFMS1U3N29HcGlpYndYSnI4ZklrXzhqcFEta0p1Sm1vXzBSMVFPLWFWSFQzeUk?oc=5,59.18333333333334,2026-07-21T08:27:16+00:00,smh etf is a sharper bet than its name suggests trefis,smh etf is a sharper bet than its name suggests trefis,1,0.02295918367346939,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
TSLA,Tesla (TSLA) Stock Looks Strong On Returns But Rich On Sales - simplywall.st,simplywall.st,news.google.com,0.62,2026-07-18 11:23:08+00:00,未分類,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPSTNlVVg4Z0ZVYl9GdkZ4TTNDVlhiQXRNdHg0ZjF4WlRDUlF0X2dMbmZFaFZsaFhpb2dsUExfM1kwazlnNmJBOGVlaGhkNTY1b2FDaEhnM2pCZkJUb1RuaUVqajZyOG1SMUJjSS1qX3dyOVJoMnhrd3pPMXpWZ3ZJUVRGRVhWVjVKc1JfWFRXQjFPYWxhaEpuNlB2OU96ZmZhbU0xdVp0TGVfckl2YWJtSm0tcFRJUHVVX1VVbWFRNTNPSEnSAcgBQVVfeXFMTk5vYzdJMUU2NG45bTktb1RlMEVleTdlSzBwa2h6aHZOTVdQU2o1Z09fbHRQaEVZX3ZBU01MUjRPc1hBZV9LWXBBT1RhakNpUWJtaVNoVVg0MWl2UVFKdnJKVk05dG43MTNyTUFaSFVvRGZQVlhZR0VYa19VWElGMlhBUlZ4cmZzMXpyMU43eHEzX3lzM2ZqOXBZUkFERHZsNGp1ZTlkQXRzcmU5b3dqSXBpZ1k4WGFaQkloWXZRMVZLa1RpUlJlY3I?oc=5,60.18333333333334,2026-07-21T08:27:16+00:00,tesla tsla stock looks strong on returns but rich on sales simplywall st,tesla tsla stock looks strong on returns but rich on sales simplywall st,1,0.06766917293233082,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SMH,The $350-a-Year Tax Trap Inside this Semiconductor ETF Everyone Knows - 24/7 Wall St.,24/7 Wall St.,news.google.com,0.62,2026-07-18 00:33:35+00:00,AI/晶片；產品/需求,https://news.google.com/rss/articles/CBMitwFBVV95cUxNZV9COGxRSTVDeDVfY3N5d3VlaFFLUnE4YmtmcEJQSXpQSTVLaDk2WG1kT05WdDVHUDVOeDF4T1hfWHlUeG9seTI2YU1VcUtoeG1mQm1OT1ZpTEwzMklpWEE2TllsX2JkeTg5U0JiOXU3Vk8tV01SbWp5MTZ3TnhQLVdWYVVLT29TM25fcmhXa2pGRjBEaG5PRWRGY091WmJjRGtQV3o3aUlKQ3VKTU1HSGVBQ2prN0U?oc=5,68.35,2026-07-21T08:27:16+00:00,the 350 a year tax trap inside this semiconductor etf everyone knows 24 7 wall st,the 350 a year tax trap inside this semiconductor etf everyone knows 24 7 wall st,1,0.09075630252100841,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,19 (Mostly) Tech Stocks That Have Fallen at Least 25% in July - Moomoo,Moomoo,news.google.com,0.62,2026-07-17 22:17:24+00:00,未分類,https://news.google.com/rss/articles/CBMiygFBVV95cUxNa2lTTjJBSUhiNm5iSDhFbGdPOEh5UmluR1kydjNqN1VCR2t4dmM3cjZuZEtwWUl6WWs1Mko1T0NIWlNqaHdEN0xlSmI4cXlPVkl2aFZWVEdrZm9ROGpOeU4xc1JvNmROWEw4ZWlXc2hnTDA4VkxOQWZzOFR1c1FTbnJodkpBcF9aYzUzR0xsdmlzd2Rla0tXQlhtY1dSOWdrenZ4RVdmSldjVUVKS1ltU01OZWhxUnlLTG1WNU9fMm5IRUxSc3VGMzRR?oc=5,60.85,2026-07-21T08:27:16+00:00,19 mostly tech stocks that have fallen at least 25 in july moomoo,19 mostly tech stocks that have fallen at least 25 in july moomoo,1,0.07346938775510205,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
META,The $10 Billion Reason META Stock Is in Focus Today - Barchart.com,Barchart.com,news.google.com,0.62,2026-07-17 20:43:17+00:00,未分類,https://news.google.com/rss/articles/CBMimgFBVV95cUxNU1FUQXF0QnRXQ3ZxcDFzZWRTMnBodFgwWHdiYm5pS19yMzhXQkQtdzVKbklyNnN5QUdOcnZMVnpGcVR1Y043UkhfUE8yNkZydUs5YWptRTU0WG9jT293UDFDUFdRNGpQVlFHTmNqcnZoOGRmejcyQURIVGVFdUhNeXVKMEo4cDk0TC14bzJ0M2RnNEgyQmR5TDdn?oc=5,58.85,2026-07-21T08:27:16+00:00,the 10 billion reason meta stock is in focus today barchart com,the 10 billion reason meta stock is in focus today barchart com,1,0.05844155844155845,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
GOOGL,Alphabet Stock Is Being Hit by 2 Big AI Fears - Barron's,Barron's,news.google.com,0.62,2026-07-17 20:28:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMifEFVX3lxTFBkT0k3UTF3ZnAwMmdqVXNLZzZRTmtUM3pvMHcwZ1pUNEZoXzFlWFl3RlNKaU1vaU1lMllDVE9RUC1SWmR5OHdWRGNTRUhsbnhTcGxha2RaRTZwQzVJUDR3aWV0dXVYS0lPZ1R0d08wZVZsdUdNTmg1QWszNko?oc=5,62.6,2026-07-21T08:27:16+00:00,alphabet stock is being hit by 2 big ai fears barron s,alphabet stock is being hit by 2 big ai fears barron s,1,0.04591836734693878,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,7 Best Long-Term ETFs to Buy and Hold - US News Money,US News Money,news.google.com,0.62,2026-07-17 19:46:00+00:00,未分類,https://news.google.com/rss/articles/CBMijAFBVV95cUxONUNvR2tNeVFfRGRneGFaUXBoZi1JVXIzQ0dGX3RQbkFDUkpySHdSYWh6WF9lbGlLM1B2SElkNmhLUlRCY2xEVGFuVUFEampVVnlPamdvN0JsWkdJOUtHbHJ4NzhmOEZKdWZLbmc0T1ZyMHFjcHFpTGlGZ0dnSWpxZWEwbEpYTDNPTEJ6SQ?oc=5,58.85,2026-07-21T08:27:16+00:00,7 best long term etfs to buy and hold us news money,7 best long term etfs to buy and hold us news money,1,0.04851752021563343,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
META,Meta Stock Trims Losses After Report Of Potential Anthropic Cloud Deal - Investor's Business Daily,Investor's Business Daily,news.google.com,0.62,2026-07-17 17:39:00+00:00,AI/晶片；產品/需求；併購/合作；國際/貿易,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNbmxnTFN2Vkc4a09INEVIbW82TFRFVGx5cHBBVV9ySTh5MDRUak9vbTRRMGRfdUI4c0NObHo1bmN5Sjl2WGpBZDhiZ3RLamxEcTZSVVlqVXVuTHBiblJmdzBFSGE2NVRQdUl3WVg1bzlTSHVVeFNhT1JQMVNfZ0JJSEQ2ekhNS19K?oc=5,73.1,2026-07-21T08:27:16+00:00,meta stock trims losses after report of potential anthropic cloud deal investor s business daily,meta stock trims losses after report of potential anthropic cloud deal investor s business daily,1,0.026239067055393587,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SOXX,$iShares Semiconductor ETF (SOXX.US)$ - Moomoo,Moomoo,news.google.com,0.62,2026-07-17 17:07:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMikAFBVV95cUxNdHpyNTVtdjduVDV4c3JrQ3lvcFdFdmlWejlBQmxVSGpYU3ZhUjY5NzRqYXYtVVdLTTdmZm9pU2dsVm5vYmM1bHFiZTN1SlJBQ05UMHREOU9yT2N0bkxUcjBoMVlkN0dnRGVIdXlFOGxzejBWb0RobndOc3dlTk5aWUNzb1lzcTBqSHV2VjNlcEQ?oc=5,56.6,2026-07-21T08:27:16+00:00,ishares semiconductor etf soxx us moomoo,ishares semiconductor etf soxx us moomoo,1,0.16770186335403728,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
META,Why Meta Stock Dropped on Friday - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-17 15:58:45+00:00,未分類,https://news.google.com/rss/articles/CBMimgFBVV95cUxPTUFPMEs2Qm93TE5FamdIeXhhYTRpT0FIam9OSnRrd0tWQWJGZ0cxZVFWNGgyZHVZbEVZRkl5NTFxQUFONlFjWVFFTWJITWxOQ1pfUGdXU0x6TmZlLUxEYVRlOXAyRHV2WTRfZVZpR1lWZ1hwXzRJRGpxR1JUTDNLeVdLZDNTUkwwUkpCTE9hS3dyTGI4ckN6RWhR?oc=5,55.85,2026-07-21T08:27:16+00:00,why meta stock dropped on friday yahoo finance,why meta stock dropped on friday yahoo finance,1,0.026785714285714288,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IGV,"Blue Fin Capital, Inc.'s iShares Expanded Tech-Software Sector ETF(IGV) Holding History - GuruFocus",GuruFocus,news.google.com,0.62,2026-07-17 14:53:35+00:00,大盤風險；國際/戰爭,https://news.google.com/rss/articles/CBMifkFVX3lxTE1ROHVPYUhRNkU4T3pSUmZnQ0pGVklROGdpcFlVSHlHcVp4M3B4Q1BuZzNJZURyNGFzbmNLa082U0Z3bmQwdDVzN3N5eFlfOEludklPNWxkZ0lNWjBpN3ZwT0JxRUwtRVJUVzBEYWlfdUJSeFF3amhlb1ZHVjNwUQ?oc=5,67.35,2026-07-21T08:27:16+00:00,blue fin capital inc s ishares expanded tech software sector etf igv holding history gurufocus,blue fin capital inc s ishares expanded tech software sector etf igv holding history gurufocus,1,0.09090909090909091,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
META,Meta Platforms Falls as AI Trade Weakness and Spending Concerns Pressure Shares - Quiver Quantitative,Quiver Quantitative,news.google.com,0.62,2026-07-17 14:51:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMisgFBVV95cUxNb0FUcWZLWGNLQnFraEJpVVFwekotNUJpNUtWemxCLWUxekZhUU5TRzNadm5oOE9ZNktLUUJuSDg3bWhodEt6Wjh5WGJWZWtRZVRMUXBBZFJiYnlZNkl3YXhUMzF2Tnp2ZXNHQ2FSQWlWY1dSZ3Jubm9mYk9vRzU4alBPazZUX0RVZkpNUE10bmJCMU1McXlaLUNETzBpUVFudzJMNkptWHFhdzI4c3lSRXFR?oc=5,65.6,2026-07-21T08:27:16+00:00,meta platforms falls as ai trade weakness and spending concerns pressure shares quiver quantitative,meta platforms falls as ai trade weakness and spending concerns pressure shares quiver quantitative,1,0.01272984441301273,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,QQQ tests key support near $700 as tech weakness pressures Nasdaq-100 ETF - eciks.org,eciks.org,news.google.com,0.62,2026-07-17 14:48:16+00:00,未分類,https://news.google.com/rss/articles/CBMiekFVX3lxTE44ZHlYalFuYkdtVk9IX2NzSVY5MkFYRURoakowR3FVZzdsZ0UtLTB1RzJobkZHY3ozODRiOEFMZTEtSEI4NnlBQ1REeGpMbEdNNlFZQldkeUtGVDVHREJxQTlLWk9vUm9KNHA4OEtZNmsxUkJQeXZBYWFR?oc=5,60.85,2026-07-21T08:27:16+00:00,qqq tests key support near 700 as tech weakness pressures nasdaq 100 etf eciks org,qqq tests key support near 700 as tech weakness pressures nasdaq 100 etf eciks org,1,0.06050420168067227,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AMD,"AMD Falls 5%, Intel Drops 4%, NVIDIA Slides 3% Before Recovering as Rotation Hits Semiconductor Stocks - 24/7 Wall St.",24/7 Wall St.,news.google.com,0.62,2026-07-17 14:30:21+00:00,AI/晶片,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNaEpYSjV2VTgtXzZFdWNKQTVydW5saUZpOTlsWUQ0VkJoX2pKVno1UTg5N0hibGxwYWlKZnQyS3N1QmZpTUlhS1dpQmYzOVBySmg5Um1OeGFPNm9uUDJjNm1jdXowOUhOV2I2bU1DdUpqQnd3bWtlcnJPT3g2Z2JIX0RuS0lNdWlPYnRlVTNDOWdkOEF2T0d5RUpvcTFGclR2cUhYYkQzQUl6dldmcWJQUmVRdGNlSG1qVHJweWJtMTJuc3VfUURhb08tNVlwSkowVnd6YmdaekI?oc=5,70.6,2026-07-21T08:27:16+00:00,amd falls 5 intel drops 4 nvidia slides 3 before recovering as rotation hits semiconductor stocks 24 7 wall st,amd falls 5 intel drops 4 nvidia slides 3 before recovering as rotation hits semiconductor stocks 24 7 wall st,1,0.08716707021791768,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AAPL,"Apple, Nvidia vie for title of world's most valuable company - CNBC",CNBC,news.google.com,0.62,2026-07-17 13:52:24+00:00,未分類,https://news.google.com/rss/articles/CBMiekFVX3lxTE1FblYzYlBFTDRwYzRTbzRYdWVTbFItUmtRMWpJOU1ndXhIcFJsZXJIdzd2UWVHWENRV29BNWxnNHA2eGdCamZXem9Ma3RHYjh6QWI0T0lKMFVjSEYyczM3TDFTT2lkaU9FTkNlNHlBQmNVT3NYZTU2Q1FR0gF_QVVfeXFMT0FUY3lyN01USE9ieWxUbHU2Qk5vaFM5U25acnNoYXpTM1I0dzN0cmJuQkowdXE3NFZuU29GeVdsNEZiaGNHTlotWjUwSmdXT0lYbVBkdUFpWUFjNE5hczl0aUFzN0gzV0xraHZISDJPMjRVWU5zbV9BaHVfd3R2QQ?oc=5,58.85,2026-07-21T08:27:16+00:00,apple nvidia vie for title of world s most valuable company cnbc,apple nvidia vie for title of world s most valuable company cnbc,1,0.057569296375266525,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IYW,Chip Stocks Are Sliding Despite 'Absolutely Rock Solid' Earnings Power — JPMorgan Strategist Warns AI Rally Now Hinges On Hyperscalers - TradingView,TradingView,news.google.com,0.62,2026-07-17 13:51:52+00:00,AI/晶片；財報/財測；大盤風險；國際/戰爭,https://news.google.com/rss/articles/CBMimgJBVV95cUxQQjJNYlVlNjNDNktOMWdmV3cxc04zdF82T0c0bk13dkJiQk0yTC1lc01ScWVMaFl1TTZId0NxUGxBdTREVWtWX2ZpX3VfT1B3MDZTMFhoVmpkVW5lS2dXYzZOVjVOZ2JySTJ1WHh4X0VtYUtBOFhucGQ2MlZ0VTlOalZsVm9XSGpELUlYNGhKMVpPTkJDUVdBVWp6V2poOWdidFhhS3VOLVdHR05VazN1Uk1wX0RMdU5WeEVXdWd1M1RoNV9IWG11WFVBUE5LVng1dGVrWVVIaHlUeHpnNnA2NGdJaTBYNDlHWW5nYS1oMERBZFVoYTE4dU9IS0NaLXFCUzZWY3YxRmlLT2REWG1ocjVmSFhXX3p0TVE?oc=5,78.1,2026-07-21T08:27:16+00:00,chip stocks are sliding despite absolutely rock solid earnings power jpmorgan strategist warns ai rally now hinges on hyperscalers tradingview,chip stocks are sliding despite absolutely rock solid earnings power jpmorgan strategist warns ai rally now hinges on hyperscalers tradingview,1,0.034749034749034756,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AAPL,Apple stock's 12-day momentum triggers sell signal not seen since 2020 (AAPL:NASDAQ) - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-17 13:40:16+00:00,未分類,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOLTB0TnZkeXRhNHVDZ3pwMFpiNW51dE1vd1kwVGEtMTA2T19peGJ6SmtwZDVraTd5NWpuQWFBbFl2cTl3QXNSQlV5UFlwX1JhVmxvUmJMRUloWWpIeGpuUndPT09scnY1SE9XTTZWd1BzZkpzU3ZYVy16Z2R6Zk45ZVZjNHRRcWpOZlRJUi1ZQzdKbXItVzFQNXdjQnlHd2lKVUFEYVdfaTdFd0E?oc=5,61.85,2026-07-21T08:27:16+00:00,apple stock s 12 day momentum triggers sell signal not seen since 2020 aapl nasdaq seeking alpha,apple stock s 12 day momentum triggers sell signal not seen since 2020 aapl nasdaq seeking alpha,1,0.07714285714285715,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SOXX,Semiconductor sector faces an intensifying sell-off as SOXX enters bear market territory - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-17 13:22:26+00:00,AI/晶片,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPa2JDYUF6MENEYkxqejJNT2swWk1GcjBMWG5VdjVHMUFMSjV3NWRkMVRRU3A4RkQ4eHB6TFQwX25pZzMtYmhoUXhXTnA3aUx1bFRDWEI3OEYtcWp4b0xMcmV6UFhPSEF5eW95ZktFZXZJdlpwWDU5TDhaWkNhVEh4MGE4NFBoMkJwdzhYemhUcVY0d0tOSlV4akotTTVnaUk1Z0pVOFR6OTJ6SF9pOHRTS2podVpvZlpaNDBMVWVBdko?oc=5,65.6,2026-07-21T08:27:16+00:00,semiconductor sector faces an intensifying sell off as soxx enters bear market territory seeking alpha,semiconductor sector faces an intensifying sell off as soxx enters bear market territory seeking alpha,1,0.024725274725274728,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
NVDA,NVIDIA Just Released a Seriously Impressive AI Model for Robots—This Could Be the Big Catalyst - 24/7 Wall St.,24/7 Wall St.,news.google.com,0.62,2026-07-17 12:49:57+00:00,AI/晶片,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQQjZNUDFLOXBTSTZNZmFmbFU4bktkM2ZPTE53cDdvLVBTX2F0Vmw3ay1FV2dQUHp4STJzUUFZeklqaS1mcHYyWVIwMG9hcUsyWHFhQlpjYUsxUWh2bnh1OGl6aDJSMnhoZXVreE5KS0NQNEFodWVYRzBQM1RqOGJBVjFZekFqZXJycjBEejdsNFRuREViVnZsVGVKcHdvT3NvQTFVSmo1SG8zQUVSVjNSaFhnV3NFV1RyOFJrV1FJT0ZSOTJWOUpfSVV1MHFhOW96S1hYMw?oc=5,69.6,2026-07-21T08:27:16+00:00,nvidia just released a seriously impressive ai model for robots this could be the big catalyst 24 7 wall st,nvidia just released a seriously impressive ai model for robots this could be the big catalyst 24 7 wall st,1,0.046753246753246755,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
