date,ticker,candidate_score,candidate_label,topic,risk_flags,observation_reason,sample_headline,entry_price,horizon,horizon_days,validated_at,actual_return,qqq_return,relative_qqq_return,success
2026-05-20,ALAB,92.73074251577034,高優先觀察,機器人/自動化,短線漲幅過大,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Astera Labs (ALAB) Is Up 16.5% After Strong Q1, AI Switch Expansion and $2.05B Shelf Filing - simplywall.st",287.4800109863281,60D,60,,,,,
2026-05-20,SATS,91.05304451272161,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX Ripple Effect? RKLB, SATS And VSAT Emerge As Top Space Stock Bets - Stocktwits",141.8000030517578,5D,5,2026-05-28,-0.0756699259281578,0.03147998373879357,-0.10714990966695137,False
2026-05-20,SATS,91.05304451272161,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX Ripple Effect? RKLB, SATS And VSAT Emerge As Top Space Stock Bets - Stocktwits",141.8000030517578,20D,20,,,,,
2026-05-20,SATS,91.05304451272161,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX Ripple Effect? RKLB, SATS And VSAT Emerge As Top Space Stock Bets - Stocktwits",141.8000030517578,60D,60,,,,,
2026-05-20,LRCX,71.81380151888895,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Why Lam Research (LRCX) Is Levered to AI-Driven Wafer Fab and Packaging Spending - Yahoo! Finance Canada,292.0899963378906,5D,5,2026-05-28,0.08870554961470378,0.03147998373879357,0.05722556587591021,True
2026-05-20,LRCX,71.81380151888895,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Why Lam Research (LRCX) Is Levered to AI-Driven Wafer Fab and Packaging Spending - Yahoo! Finance Canada,292.0899963378906,20D,20,,,,,
2026-05-20,LRCX,71.81380151888895,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Why Lam Research (LRCX) Is Levered to AI-Driven Wafer Fab and Packaging Spending - Yahoo! Finance Canada,292.0899963378906,60D,60,,,,,
2026-05-20,ICHR,42.914561602498075,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.76000213623047,5D,5,2026-05-28,0.06675789609242977,0.03147998373879357,0.0352779123536362,True
2026-05-20,ICHR,42.914561602498075,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.76000213623047,20D,20,,,,,
2026-05-20,ICHR,42.914561602498075,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.76000213623047,60D,60,,,,,
2026-05-20,CLS,23.234096536600838,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Celestica Inc (NYSE:CLS) Triggers CAN SLIM Breakout Criteria Showing Explosive Growth Potential - ChartMill,346.4800109863281,5D,5,2026-05-28,0.013103145588167608,0.03147998373879357,-0.018376838150625963,True
2026-05-20,CLS,23.234096536600838,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Celestica Inc (NYSE:CLS) Triggers CAN SLIM Breakout Criteria Showing Explosive Growth Potential - ChartMill,346.4800109863281,20D,20,,,,,
2026-05-20,CLS,23.234096536600838,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Celestica Inc (NYSE:CLS) Triggers CAN SLIM Breakout Criteria Showing Explosive Growth Potential - ChartMill,346.4800109863281,60D,60,,,,,
2026-05-21,VSAT,100.0,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",70.76000213623047,5D,5,2026-05-29,0.13934426671396394,0.03330952326444758,0.10603474344951636,True
2026-05-21,VSAT,100.0,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",70.76000213623047,20D,20,,,,,
2026-05-21,VSAT,100.0,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",70.76000213623047,60D,60,,,,,
2026-05-21,ALAB,94.7615966537588,高優先觀察,機器人/自動化,短線漲幅過大,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Astera Labs (ALAB) Is Up 16.5% After Strong Q1, AI Switch Expansion and $2.05B Shelf Filing - simplywall.st",297.8399963378906,5D,5,2026-05-29,0.15112144211337708,0.03330952326444758,0.1178119188489295,True
2026-05-21,ALAB,94.7615966537588,高優先觀察,機器人/自動化,短線漲幅過大,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Astera Labs (ALAB) Is Up 16.5% After Strong Q1, AI Switch Expansion and $2.05B Shelf Filing - simplywall.st",297.8399963378906,20D,20,,,,,
2026-05-21,ALAB,94.7615966537588,高優先觀察,機器人/自動化,短線漲幅過大,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Astera Labs (ALAB) Is Up 16.5% After Strong Q1, AI Switch Expansion and $2.05B Shelf Filing - simplywall.st",297.8399963378906,60D,60,,,,,
2026-05-21,RKLB,94.68728490496356,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",125.44999694824219,5D,5,2026-05-29,0.1437225924105494,0.03330952326444758,0.11041306914610183,True
2026-05-21,RKLB,94.68728490496356,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",125.44999694824219,20D,20,,,,,
2026-05-21,RKLB,94.68728490496356,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",125.44999694824219,60D,60,,,,,
2026-05-21,SATS,92.16306254472022,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",128.44000244140625,5D,5,2026-05-29,0.00583930228701246,0.03330952326444758,-0.027470220977435122,True
2026-05-21,SATS,92.16306254472022,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",128.44000244140625,20D,20,,,,,
2026-05-21,SATS,92.16306254472022,高優先觀察,太空,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"SpaceX fever is spreading across space stocks — here’s why New Street is bullish on RKLB, SATS and VSAT - MSN",128.44000244140625,60D,60,,,,,
2026-05-21,AMAT,63.09890231428541,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"Applied Materials, Inc. $AMAT Shares Bought by CloudAlpha Capital Management Limited Hong Kong - MarketBeat",427.3599853515625,5D,5,2026-05-29,0.053116840567928536,0.03330952326444758,0.019807317303480954,True
2026-05-21,AMAT,63.09890231428541,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"Applied Materials, Inc. $AMAT Shares Bought by CloudAlpha Capital Management Limited Hong Kong - MarketBeat",427.3599853515625,20D,20,,,,,
2026-05-21,AMAT,63.09890231428541,可觀察,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"Applied Materials, Inc. $AMAT Shares Bought by CloudAlpha Capital Management Limited Hong Kong - MarketBeat",427.3599853515625,60D,60,,,,,
2026-05-21,TSM,55.20052424879512,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"TSM Technical Analysis | Trend, Signals & Chart Patterns | TAIWAN SEMICONDUCTOR-SP ADR (NYSE:TSM) - ChartMill",407.1499938964844,5D,5,2026-05-29,0.027753944442941103,0.03330952326444758,-0.005555578821506479,True
2026-05-21,TSM,55.20052424879512,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"TSM Technical Analysis | Trend, Signals & Chart Patterns | TAIWAN SEMICONDUCTOR-SP ADR (NYSE:TSM) - ChartMill",407.1499938964844,20D,20,,,,,
2026-05-21,TSM,55.20052424879512,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"TSM Technical Analysis | Trend, Signals & Chart Patterns | TAIWAN SEMICONDUCTOR-SP ADR (NYSE:TSM) - ChartMill",407.1499938964844,60D,60,,,,,
2026-05-21,KLAC,48.73692922015283,題材有熱度但訊號普通,機器人/自動化,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"How AI-Fueled Beat, Dividend Hike and Stock Split At KLA (KLAC) Has Changed Its Investment Story - simplywall.st",1842.1800537109375,5D,5,2026-05-29,0.043171625415417525,0.03330952326444758,0.009862102150969942,True
2026-05-21,KLAC,48.73692922015283,題材有熱度但訊號普通,機器人/自動化,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"How AI-Fueled Beat, Dividend Hike and Stock Split At KLA (KLAC) Has Changed Its Investment Story - simplywall.st",1842.1800537109375,20D,20,,,,,
2026-05-21,KLAC,48.73692922015283,題材有熱度但訊號普通,機器人/自動化,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"How AI-Fueled Beat, Dividend Hike and Stock Split At KLA (KLAC) Has Changed Its Investment Story - simplywall.st",1842.1800537109375,60D,60,,,,,
2026-05-21,ICHR,44.96427542655279,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.31999969482422,5D,5,2026-05-29,0.09491728379070175,0.03330952326444758,0.06160776052625416,True
2026-05-21,ICHR,44.96427542655279,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.31999969482422,20D,20,,,,,
2026-05-21,ICHR,44.96427542655279,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Is Ichor’s Return To Positive EPS Guidance Reshaping The Investment Case For Ichor Holdings (ICHR)? - simplywall.st,65.31999969482422,60D,60,,,,,
2026-05-21,PATH,0.0,低優先或資料不足,機器人/自動化,低於50DMA；負面關鍵字,新聞有負面關鍵字，僅列入風險觀察。,A Look At UiPath (PATH) Valuation After New AI Offerings And Expanded Cloud Partnerships - simplywall.st,10.569999694824219,5D,5,2026-05-29,0.10879854355792529,0.03330952326444758,0.0754890202934777,True
2026-05-21,PATH,0.0,低優先或資料不足,機器人/自動化,低於50DMA；負面關鍵字,新聞有負面關鍵字，僅列入風險觀察。,A Look At UiPath (PATH) Valuation After New AI Offerings And Expanded Cloud Partnerships - simplywall.st,10.569999694824219,20D,20,,,,,
2026-05-21,PATH,0.0,低優先或資料不足,機器人/自動化,低於50DMA；負面關鍵字,新聞有負面關鍵字，僅列入風險觀察。,A Look At UiPath (PATH) Valuation After New AI Offerings And Expanded Cloud Partnerships - simplywall.st,10.569999694824219,60D,60,,,,,
2026-05-21,AZTA,0.0,低優先或資料不足,醫療科技,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,19.540000915527344,5D,5,2026-05-29,0.1709313249102844,0.03330952326444758,0.13762180164583682,True
2026-05-21,AZTA,0.0,低優先或資料不足,醫療科技,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,19.540000915527344,20D,20,,,,,
2026-05-21,AZTA,0.0,低優先或資料不足,醫療科技,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,19.540000915527344,60D,60,,,,,
2026-05-22,CRWD,97.80118981485047,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",663.4600219726562,5D,5,2026-06-01,0.1789255674886654,0.03512001139826526,0.14380555609040013,True
2026-05-22,CRWD,97.80118981485047,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",663.4600219726562,20D,20,,,,,
2026-05-22,CRWD,97.80118981485047,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",663.4600219726562,60D,60,,,,,
2026-05-22,PANW,96.47142605353181,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",260.5799865722656,5D,5,2026-06-01,0.1531200647406481,0.03512001139826526,0.11800005334238284,True
2026-05-22,PANW,96.47142605353181,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",260.5799865722656,20D,20,,,,,
2026-05-22,PANW,96.47142605353181,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",260.5799865722656,60D,60,,,,,
2026-05-22,ZS,94.24396396236135,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",182.3699951171875,5D,5,2026-06-01,-0.1461862648304021,0.03512001139826526,-0.18130627622866735,False
2026-05-22,ZS,94.24396396236135,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",182.3699951171875,20D,20,,,,,
2026-05-22,ZS,94.24396396236135,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",182.3699951171875,60D,60,,,,,
2026-05-22,AMD,92.74932615754621,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Sector Leadership and Why It Matters for NASDAQ:AMD by Capitalcom - TradingView,467.510009765625,5D,5,2026-06-01,0.09116381302414034,0.03512001139826526,0.05604380162587508,True
2026-05-22,AMD,92.74932615754621,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Sector Leadership and Why It Matters for NASDAQ:AMD by Capitalcom - TradingView,467.510009765625,20D,20,,,,,
2026-05-22,AMD,92.74932615754621,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Sector Leadership and Why It Matters for NASDAQ:AMD by Capitalcom - TradingView,467.510009765625,60D,60,,,,,
2026-05-22,FTNT,90.84810601562936,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.92999267578125,5D,5,2026-06-01,0.09863367009842272,0.03512001139826526,0.06351365870015746,True
2026-05-22,FTNT,90.84810601562936,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.92999267578125,20D,20,,,,,
2026-05-22,FTNT,90.84810601562936,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.92999267578125,60D,60,,,,,
2026-05-22,ASML,81.84203598145207,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",1632.9000244140625,5D,5,2026-06-01,-0.0026517717314346045,0.03512001139826526,-0.037771783129699865,False
2026-05-22,ASML,81.84203598145207,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",1632.9000244140625,20D,20,,,,,
2026-05-22,ASML,81.84203598145207,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",1632.9000244140625,60D,60,,,,,
2026-05-22,AMAT,53.42041469358585,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Applied Materials (NASDAQ:AMAT) Stock Price Down 1.6% - Should You Sell? - MarketBeat,432.1600036621094,5D,5,2026-06-01,0.06018606429381945,0.03512001139826526,0.02506605289555419,True
2026-05-22,AMAT,53.42041469358585,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Applied Materials (NASDAQ:AMAT) Stock Price Down 1.6% - Should You Sell? - MarketBeat,432.1600036621094,20D,20,,,,,
2026-05-22,AMAT,53.42041469358585,題材有熱度但訊號普通,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,Applied Materials (NASDAQ:AMAT) Stock Price Down 1.6% - Should You Sell? - MarketBeat,432.1600036621094,60D,60,,,,,
2026-05-22,REG,36.824986574460105,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",78.83999633789062,5D,5,2026-06-01,-0.03424653822497159,0.03512001139826526,-0.06936654962323685,False
2026-05-22,REG,36.824986574460105,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",78.83999633789062,20D,20,,,,,
2026-05-22,REG,36.824986574460105,暫時不強,半導體設備,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"ASML Stock Price, Quote & Chart | ASML HOLDING NV-NY REG SHS (NASDAQ:ASML) - ChartMill",78.83999633789062,60D,60,,,,,
2026-05-22,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.40999984741211,5D,5,2026-06-01,0.5770457378561076,0.03512001139826526,0.5419257264578423,True
2026-05-22,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.40999984741211,20D,20,,,,,
2026-05-22,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.40999984741211,60D,60,,,,,
2026-05-23,CRWD,100.0,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",671.5499877929688,5D,5,2026-06-02,0.14503763857425578,0.021745006313462767,0.12329263226079301,True
2026-05-23,CRWD,100.0,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",671.5499877929688,20D,20,,,,,
2026-05-23,CRWD,100.0,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",671.5499877929688,60D,60,,,,,
2026-05-23,PANW,99.41777768179223,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",256.75,5D,5,2026-06-02,0.1574683259037244,0.021745006313462767,0.13572331959026163,True
2026-05-23,PANW,99.41777768179223,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",256.75,20D,20,,,,,
2026-05-23,PANW,99.41777768179223,高優先觀察,網路安全,未觸發主要風險,新聞提及 2 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",256.75,60D,60,,,,,
2026-05-23,ZS,98.9183799009292,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",184.60000610351562,5D,5,2026-06-02,-0.219122485750887,0.021745006313462767,-0.24086749206434976,False
2026-05-23,ZS,98.9183799009292,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",184.60000610351562,20D,20,,,,,
2026-05-23,ZS,98.9183799009292,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",184.60000610351562,60D,60,,,,,
2026-05-23,FTNT,95.32205969283709,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.9600067138672,5D,5,2026-06-02,0.1112271808727967,0.021745006313462767,0.08948217455933394,True
2026-05-23,FTNT,95.32205969283709,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.9600067138672,20D,20,,,,,
2026-05-23,FTNT,95.32205969283709,高優先觀察,網路安全,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,"Buy CRWD, ZS, PANW, or FTNT? Cybersecurity Stock Picks for 2026 - Gotrade",133.9600067138672,60D,60,,,,,
2026-05-23,NVDA,57.94161169701974,題材有熱度但訊號普通,AI/資料中心,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"NVDA Q1 Deep Dive: Data Center Growth, Segment Realignment, and AI Infrastructure Expansion - StockStory",214.60987854003906,5D,5,2026-06-02,0.037047359721765316,0.021745006313462767,0.01530235340830255,True
2026-05-23,NVDA,57.94161169701974,題材有熱度但訊號普通,AI/資料中心,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"NVDA Q1 Deep Dive: Data Center Growth, Segment Realignment, and AI Infrastructure Expansion - StockStory",214.60987854003906,20D,20,,,,,
2026-05-23,NVDA,57.94161169701974,題材有熱度但訊號普通,AI/資料中心,未觸發主要風險,新聞提及 1 次，量價訊號尚需確認。,"NVDA Q1 Deep Dive: Data Center Growth, Segment Realignment, and AI Infrastructure Expansion - StockStory",214.60987854003906,60D,60,,,,,
2026-05-23,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.770000457763672,5D,5,2026-06-02,0.5301943816579056,0.021745006313462767,0.5084493753444428,True
2026-05-23,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.770000457763672,20D,20,,,,,
2026-05-23,RCAT,0.0,低優先或資料不足,國防/航太,低於50DMA,新聞提及 1 次，量價訊號尚需確認。,A Look At Red Cat Holdings (RCAT) Valuation After New Defense Drone Contracts And AI Deployment News - simplywall.st,9.770000457763672,60D,60,,,,,
2026-05-23,AZTA,0.0,低優先或資料不足,醫療科技,短線漲幅過大；低於50DMA,題材熱但短線漲幅偏大，等待回檔或量價整理。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,20.5,5D,5,2026-06-02,0.14292684415491608,0.021745006313462767,0.12118183784145331,True
2026-05-23,AZTA,0.0,低優先或資料不足,醫療科技,短線漲幅過大；低於50DMA,題材熱但短線漲幅偏大，等待回檔或量價整理。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,20.5,20D,20,,,,,
2026-05-23,AZTA,0.0,低優先或資料不足,醫療科技,短線漲幅過大；低於50DMA,題材熱但短線漲幅偏大，等待回檔或量價整理。,Winners And Losers Of Q1: Azenta (NASDAQ:AZTA) Vs The Rest Of The Drug Development Inputs & Services Stocks - StockStory,20.5,60D,60,,,,,
2026-05-25,AMD,94.1766814085964,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Sector Leadership and Why It Matters for NASDAQ:AMD by Capitalcom - TradingView,503.8900146484375,5D,5,2026-06-02,0.03502741246265928,0.021745006313462767,0.013282406149196513,True
2026-05-25,AMD,94.1766814085964,高優先觀察,半導體設備,未觸發主要風險,新聞提及 1 次，且價格站上 50DMA，值得加入觀察清單。,Sector Leadership and Why It Matters for NASDAQ:AMD by Capitalcom - TradingView,503.8900146484375,20D,20,,,,,
